id,분야,조항,쪽,질문,본문
q23,영상정보,§18,37,"주차장에서 발생한 사고와 관련하여 사고차량 차주 본인이 아닌, 그가 가입한 보험사의 CCTV 영상 열람 요구에 응해도 되나요?","#### 주차장에서 발생한 사고와 관련하여 사고차량 차주 본인이 아닌, 그가 가입한 보험사의 CCTV 영상 열람 요구에 응해도 되나요? 

네, 보험사가 사고차량 차주의 위임장을 제출하면서 그 차주를 대리하여 개인영상정보 열람을 요구하였다면 이에 응해야 합니다. 

- 정보주체는 개인정보처리자가 처리하는 자신의 개인정보에 대한 열람을 해당 개인정보 처리자에게 요구할 수 있고, 열람을 요구받은 개인정보처리자는 10일 이내에 정보주체가 해당 개인정보를 열람할 수 있도록 하여야 합니다(보호법 제35조 제1항, 제3항, 보호법 시행령 제41조 제4항). 

- 그런데 정보주체는 열람 등의 요구를 문서 등 대통령령으로 정하는 방법·절차에 따라 대리인에게 하게 할 수 있고, 

- 위의 ‘대리인’에는 ‘정보주체로부터 위임을 받은 자’가 포함되며, 대리인은 정보주체를 대리할 때 개인정보처리자에게 ‘정보주체의 위임장’을 제출하여야 합니다(보호법 제38조 제1항, 보호법 시행령 제45조 제1항 제2호, 제2항, ｢ 개인정보 처리 방법에 관한 고시 ｣ 별지 제11호). 

- 따라서 주차장 사업자 등 개인정보처리자는 보험사(대리인)가 사고차량 차주(정보 주체)의 위임장을 제출하면서 그 차주를 대리하여 CCTV로 촬영된 개인영상정보 등 개인정보의 열람을 요구하는 경우 이에 응하여 열람 등 조치를 하여야 합니다. 

- ※ 참고로, 주차장 사업자 등은 열람 대상이 되는 CCTV 영상에 사고차량 차주 외의 자의 개인영상 정보가 포함되어 있는 경우에는 이를 모자이크 등 비식별 처리하여야 합니다(표준지침 제46조)."
q24,영상정보,§25,38,특정인들만 출입이 가능한 장소에 CCTV를 설치·운영하는 경우에도 보호법이 적용되나요?,"#### 특정인들만 출입이 가능한 장소에 CCTV를 설치·운영하는 경우에도 보호법이 적용되나요? 

###### 네, 보호법 제25조를 제외한 다른 규정이 적용됩니다. 

- 보호법 제25조에 따른 고정형 영상정보처리기기의 설치·운영 제한 규정은 공개된 장소로 제한하여 규율하고 있으나, 

- 비공개된 장소에 설치된 고정형 영상정보처리기기라 하더라도 이를 통해 수집되는 영상정보는 개인정보에 해당하므로 보호법 제25조를 제외한 다른 규정이 적용됩니다. 

- 따라서 비공개장소에 고정형 영상정보처리기기를 설치·운영하여 업무를 목적으로 개인 영상정보 파일을 운용하는 자는 그 구성원이나 출입·이용이 허가된 사람들의 동의를 받거나(보호법 제15조 제1항 제1호), 

- 개인정보처리자의 정당한 이익과 상당한 관련이 있고 합리적인 범위를 초과하지 아니 하는 범위 내에서 영상정보처리기기의 설치·운영이 개인정보처리자의 정당한 이익 달성을 위하여 필요하고 명백하게 정보주체의 권리보다 우선하는 경우 등에 ‘비공개 장소’에 영상정보처리기기를 설치하여 개인영상정보를 수집·이용할 수 있으며(보호법 제15조 제1항 제6호), 

- 개인정보가 분실·도난·유출·위조·변조 또는 훼손되지 아니하도록 내부 관리계획 수립, 접속기록 보관 등 안전성 확보에 필요한 기술적·관리적 및 물리적 조치를 하여야 합니다(보호법 제29조)."
q25,영상정보,§18,39,기상특보 발령 시 지방자치단체가 재난관리 업무를 수행하기 위하여 다목적 CCTV 영상정보를 이용할 수 있을까요?,"#### 기상특보 발령 시 지방자치단체가 재난관리 업무를 수행하기 위하여 다목적 CCTV 영상정보를 이용할 수 있을까요? 

네, 지방자치단체는 기상특보 발령 시 재난관리 목적으로 CCTV 영상정보를 이용할 수 있습니다. 

- 개인정보처리자는 공중위생 등 공공의 안전과 안녕을 위하여 긴급히 필요한 경우 정보 주체 또는 제3자의 이익을 부당하게 침해할 우려가 있을 때를 제외하고 개인정보를 당초 수집한 목적 외로 이용하거나 제3자에게 제공할 수 있습니다(보호법 제18조 제2항 제10호). 

- 기상청장은 기상현상으로 인해 강수량 등이 대통령령으로 정하는 기준에 도달하여 재해가 발생할 우려가 있다고 판단하는 경우 특보를 하여야 하고(「기상법」 제13조의2 제1항), 

- 예보관서 장은 기상요소가 특보기준에 도달할 것으로 예상되어도 지리적 또는 지역적 특성으로 재해가 발생할 것으로 예상되지 않는 경우에는 특보를 발표하지 않을 수 있으므로(「예보업무규정」 제19조 제4항), 

- 기상청에서 특보를 발령하였다는 것은 특정지역에 재해 발생 가능성이 높은 것으로 판단하였다고 볼 수 있습니다(개인정보보호위원회 결정 제2024-102-002호, 제2024-114-027호). 

- 따라서 「재난 및 안전관리 기본법」에 따른 재난관리책임기관인 지방자치단체가 기상 ․ 

- 특보 발령 시 위험 취약 요소를 발견하여 해당 지역에 대한 출입통제, 주민대피 등을 통해 인명피해를 사전에 예방하고, 재난 피해 발생 시 긴급대응·복구 등 신속하게 재난 관리 업무를 수행하는 것은 ‘공공의 안전과 안녕을 위하여 긴급히 필요한 경우’로서 지방자치단체는 보호법 제18조 제2항에 따라 다목적 CCTV 영상정보를 이용할 수 있습니다."
q26,영상정보,§25의2,40,해양경찰이 수색·구조 등 직무수행을 위해 드론을 활용할 수 있나요?,"#### 해양경찰이 수색·구조 등 직무수행을 위해 드론을 활용할 수 있나요? 

네, 해양경찰은 해양에서의 수색·구조 등의 법령상 소관 업무 수행을 위해 드론을 활용 하여 개인영상정보를 수집·이용할 수 있습니다. 

- ‧ 

- ○ 업무를 목적으로 이동형 영상정보처리기기를 운영하려는 자는 일반적 개인정보의 수집 이용 요건(보호법 제15조 제1항 각 호<sup>*</sup> )에 해당하거나, 정보주체가 촬영 사실을 알 수 있도록 하였음에도 거부의사를 밝히지 않은 경우에 공개된 장소에서 이동형 영상정보 처리기기를 이용하여 개인영상정보를 촬영할 수 있습니다(보호법 제25조의2 제1항). 

- 정보주체의 동의를 받은 경우, 법률에 특별한 규정이 있거나 법령상 의무를 준수하기 위하여 불가피한 경우, 정보주체와 체결한 계약을 이행하거나 계약을 체결하는 과정에서 정보주체의 요청에 따른 조치를 이행하기 위하여 필요한 경우 등 

- 공공기관은 법령 등에서 정하는 소관 업무의 수행을 위해 불가피한 경우 개인정보를 수집·이용할 수 있으므로(보호법 제15조 제1항 제3호), 

- 해양경찰이 「해양경찰법」 등에 규정된 해양에서의 수색·구조·연안안전관리 및 선박 교통관제 등의 소관 업무 수행을 위해 불가피한 경우라면, 이동형 영상정보처리기기인 ‧ 

- 드론을 활용하여 개인영상정보를 수집 이용할 수 있을 것입니다."
q28,가명정보,§28의2,44,"이름, 주민등록번호 등 개인을 직접 알아볼 수 있는 정보만 삭제하면 가명정보가 되나요?","#### 이름, 주민등록번호 등 개인을 직접 알아볼 수 있는 정보만 삭제하면 가명정보가 되나요? 

아니요, 가명처리 시 그 자체로 개인을 알아볼 수 있는 정보는 삭제해야 하며 개인 식별 가능성도 종합적으로 고려해야 합니다. 

- 가명정보를 제3자에게 제공하는 경우에는 특정 개인을 알아보기 위하여 사용될 수 있는 정보를 포함해서는 안 되므로(보호법 제28조의2 제2항), 

- 개인정보를 가명처리하는 경우 그 자체로 개인을 직접적으로 알아볼 수 있는 정보인 성명, 고유식별정보 등은 삭제하는 것이 원칙입니다. 

- 다만, ‘성별’, ‘연령’, ‘거주 지역’ 등 단일 항목으로는 개인을 알아볼 수 없으나 다른 정보와 결합되었을 때 개인을 알아볼 가능성이 높은 정보나 희귀성씨가 포함된 경우, 특정 지역 국회의원 등 개인을 알아볼 가능성이 높은 정보(특이정보)까지 종합적으로 고려하여 개인이 식별될 위험도를 낮춰야 안전한 가명정보로 볼 수 있습니다."
q29,가명정보,§28의2,45,제3자에게 제공한 가명정보를 제3자가 활용하는 과정에서 정보주체에게 피해가 발생한 경우 가명정보를 제공한 자도 처벌을 받나요?,"제3자에게 제공한 가명정보를 제3자가 활용하는 과정에서 정보주체에게 피해가 발생한 경우 가명정보를 제공한 자도 처벌을 받나요? 

아니요, 가명정보를 제공받은 자가 안전조치 미이행으로 문제가 발생하였거나 고의로 재식별 행위를 하였다면 해당 행위자인 제공받은 자만 제재 대상이 되며, 제공한 자는 제재 대상이 되지 않습니다. 

- 개인정보처리자는 통계작성, 과학적 연구, 공익적 기록보존 등을 위하여 정보주체의 동의 없이 가명정보를 처리할 수 있고, 이에 따라 가명정보를 제3자에게 제공하는 경우에는 특정 개인을 알아보기 위하여 사용될 수 있는 정보를 포함해서는 안 됩니다 (보호법 제28조의2). 

- 또한, 가명정보를 처리하는 자는 특정 개인을 알아보기 위한 목적으로 가명정보를 처리하는 것이 금지되는데(보호법 제28조의5 제1항), 

- 가명정보 처리 과정에서 의도치 않게 특정 개인을 알아볼 수 있는 정보가 생성되었다는 사실만으로는 제재 대상이 되지 않습니다. 

- 단, 가명정보를 처리하는 과정에서 특정 개인을 알아볼 수 있는 정보가 생성된 경우 에는 즉시 해당 정보의 처리를 중지하고, 지체 없이 회수·파기해야 합니다(보호법 제28조의5 제2항)."
q30,공공서비스,§15,49,고객의 동의를 받지 않고 만족도 조사를 해도 되나요?,"#### 고객의 동의를 받지 않고 만족도 조사를 해도 되나요? 

네, 민간은 체결한 계약의 이행을 위하여 필요한 범위 내에서는 동의를 받지 않고 만족도 조사가 가능하며, 공공기관은 법령에 근거하여 민원인의 동의를 받지 않고 만족도 조사가 가능합니다. 

- 민간의 경우, 물건 판매 또는 서비스 제공 등 고객과 체결한 계약의 이행을 위하여 필요한 경우에는 정보주체의 동의 없이 개인정보를 이용하여 만족도 조사를 할 수 있습니다(보호법 제15조 제1항 제4호). 

- 다만, 이 경우 고객과 체결한 계약과 관련된 만족도 조사여야 하며, 체결한 계약과 무관하게 재화나 서비스를 홍보하거나 판매를 권유하는 내용 등이 담겨서는 안 됩니다. 

- 공공기관의 경우, 만족도 조사 업무는 법령 등에서 정하는 소관 업무에 해당하므로 정보주체의 동의 없이 개인정보를 이용하여 만족도 조사를 할 수 있습니다(보호법 제15조 제1항 제3호). 

- 「공공기관의 운영에 관한 법률」 제13조에서 국민에게 직접 서비스를 제공하는 기관의 경우 매년 1회 이상 고객만족도 조사를 실시하여야 한다고 규정하고 있으며, 「민원 처리에 관한 법률」 제26조에서 행정기관의 장은 처리한 민원에 대하여 민원인의 만족 여부 및 개선사항 등을 조사하여 업무에 반영할 수 있다고 규정하고 있습니다. 

- 따라서, 공공기관이 제공한 서비스 또는 처리한 민원에 대한 만족도 조사를 실시하는 것은 법령에서 정하는 소관 업무를 수행하는 것이므로 수집 목적 범위에서 정보주체의 동의 없이 개인정보를 이용할 수 있습니다."
q31,공공서비스,§18,50,공공기관이 자체감사 목적으로 직원의 출입 기록을 이용할 수 있나요?,"#### 공공기관이 자체감사 목적으로 직원의 출입 기록을 이용할 수 있나요? 

네, 「공공감사에 관한 법률」에 따라 자체감사 목적으로 이용할 수 있습니다. 이 경우 정보주체 또는 제3자의 이익을 부당하게 침해할 우려가 없어야 하고, 필요 최소한의 출입 기록만을 이용해야 합니다. 

- 개인정보처리자는 정보주체 또는 제3자의 이익을 부당하게 침해할 우려가 있을 때를 제외하고 다른 법률에 특별한 규정이 있는 경우 정보주체의 개인정보를 수집한 목적 외의 용도로 이용할 수 있습니다(보호법 제18조 제2항 제2호). 

- 감사기구의 장은 자체감사를 위하여 필요할 때에는 자체감사 대상기관 또는 그 소속 공무원이나 직원에 대하여 ‘출석·답변의 요구’, ‘관계 서류·장부 및 물품 등의 제출 요구’, ‘전산정보시스템에 입력된 자료의 조사’ 등의 조치를 할 수 있으며, 조치를 요구받은 자체감사 대상기관 및 그 소속 공무원이나 직원은 정당한 사유가 없으면 그 요구에 따라야 합니다(「공공감사에 관한 법률」 제20조 제1항, 제3항). 

- 「공공감사에 관한 법률」 제20조 제1항 및 제3항은 요구할 수 있는 개인정보의 항목이 구체적으로 열거되어 있지 않으나, 요청할 수 있는 자료에 개인정보가 포함될 수 있음이 합리적으로 예견되므로 보호법 제18조 제2항 제2호의 ‘다른 법률의 특별한 규정’에 해당합니다(개인정보보호위원회 결정 제2021-106-011호). 

- 따라서 「공공감사에 관한 법률」의 적용을 받는 공공기관은 자체감사를 위해 필요한 경우 정보주체 또는 제3자의 이익을 부당하게 침해할 우려가 있는 경우를 제외하고 직원의 출입 기록을 이용할 수 있으나, 

- 보호법 제3조의 개인정보 보호 원칙에 따라 그 목적에 필요한 범위에서 최소한의 개인정보가 처리되도록 하여야 하고 정보주체의 사생활 침해를 최소화하는 방법으로 처리하여야 하므로, 자체감사에 필요한 최소한의 출입 기록만을 처리하여야 합니다."
q32,공공서비스,§29,51,민원인의 개인정보를 저장할 때 암호화해야 하나요?,"#### 민원인의 개인정보를 저장할 때 암호화해야 하나요? 

「개인정보의 안전성 확보조치 기준」 제7조에서 정한 암호화 대상 개인정보에 대해서는 암호화 의무가 있습니다. 

- 개인정보처리자는 개인정보의 안전성 확보에 필요한 기술적·관리적 및 물리적 조치를 해야 하며, 일부 개인정보에 대하여는 암호화 조치를 하여야 합니다(보호법 제29조, 보호법 시행령 제30조, 「개인정보의 안전성 확보조치 기준」 제7조). 

- 개인정보처리자는 비밀번호·생체인식정보 등 인증정보를 저장하는 경우, 고유식별 정보·생체인식정보를 개인정보취급자의 컴퓨터·모바일 기기 및 보조저장매체 등에 저장하는 경우 등에는 해당 개인정보를 암호화하여야 합니다(「개인정보의 안전성 확보조치 기준」 제7조 제1항, 제5항). 

- 또한, 정보통신서비스 이용자와, 정보통신서비스 이용자가 아닌 정보주체의 경우에는 암호화 대상 개인정보의 종류가 달리 적용될 수 있으니, 「개인정보의 안전성 확보 조치 기준」 제7조 규정을 살펴보신 후 적용 조항을 판단하시기 바랍니다(「개인정보의 안전성 확보조치 기준」 제7조 제2항, 제3항)."
q33,공공서비스,§15,52,민원처리를 위해 다른 직원에게 민원인 전화번호를 전달해도 되나요?,"#### 민원처리를 위해 다른 직원에게 민원인 전화번호를 전달해도 되나요? 

민간의 경우 동의를 받거나 계약체결의 이행을 위하여 필요한 범위에서 전화번호를 전달 할 수 있고, 공공기관은 법령에 근거하여 민원인의 동의를 받지 않고 전화번호 전달이 가능합니다. 

- 개인정보처리자 내부에서 개인정보를 처리하는 개인정보취급자 간 개인정보 전달은 개인정보처리자 내 이용에 해당합니다. 

- 민간의 경우, 민원인으로부터 동의를 받은 경우, 물건의 판매 또는 서비스 제공 등 계약과 관련한 민원처리에 필요한 경우 등에는 해당 범위 내에서 민원인 전화번호를 전달할 수 있습니다(보호법 제15조 제1항). 

- 공공기관의 경우, 법률에 특별한 규정이 있거나 법령상 의무를 준수하기 위하여 불가피 한 경우, 법령 등에서 정하는 소관 업무의 수행을 위해서 불가피한 경우 정보주체의 동의 없이 개인정보를 수집·이용할 수 있으므로(보호법 제15조 제1항 제2호, 제3호) 

- 「민원처리에 관한 법률」에 따라 접수한 민원에 대해 처리 담당자 지정 및 처리 협조 등을 위해 다른 직원에게 민원인의 개인정보를 전달할 수 있습니다. 

- 다만, 권한 없는 직원에게 민원인의 개인정보를 전달하는 것은 개인정보 누설 또는 접근제한 위반에 해당할 수 있습니다."
q34,공공서비스,§6,53,사회복무요원이 개인정보 처리가 필요한 업무를 할 수 있나요?,"#### 사회복무요원이 개인정보 처리가 필요한 업무를 할 수 있나요? 

복무기관의 고유임무 수행에 필요한 경우, 개인정보가 포함된 문서의 수발, 민원 안내, 서류의 복사ㆍ파쇄 등의 일부 업무를 제한적으로 수행할 수 있습니다. 

- 복무기관의 장은 기관의 고유임무 수행에 필요한 경우, 사회복무요원에게 개인정보가 포함된 문서의 수발, 민원 안내, 서류의 복사ㆍ파쇄 등의 임무를 부여할 수 있으나, 「병역법」 제29조 제4항 각 호의 범죄로 인하여 형의 선고를 받은 사회복무요원에게는 개인정보 취급 임무를 부여할 수 없습니다(「사회복무요원 복무관리 규정」 제15조의2 제1항). 

- 다만, 사회복무요원에게 개인정보 취급 임무를 부여하는 경우에도 ‘직원의 아이디와 패스워드로 정보시스템에 접속하여 개인정보를 입력ㆍ조회ㆍ출력하는 업무’, ‘대용량 개인정보 파일을 입력ㆍ수정 삭제하는 등의 업무’, ‘질병ㆍ범죄 경력 등 사생활을 현저히 침해하는 민감정보를 취급하는 업무’는 제외됩니다(「사회복무요원 복무관리 규정」 제15조의2 제2항 각 호). 

- 복무기관의 장은 사회복무요원에게 개인정보 취급 임무를 부여하는 경우에 개인정보가 누설, 남용 또는 무단으로 이용, 훼손, 멸실, 변경, 위조, 유출되지 아니하도록 담당 직원이 적절한 관리ㆍ감독을 하도록 하여야 하며, 사회복무요원에게 월 1회 개인정보 보호 교육을 실시하여야 합니다(「사회복무요원 복무관리 규정」 제15조의2 제3항). 

- 참고로, 사회복무요원이 정당한 권한 없이 다른 사람의 정보를 검색 또는 열람한 경우 경고처분을 받게 되고, 해당 사유로 2회 이상 경고처분을 받으면 1년 이하의 징역에 처해지며(「병역법」 제33조 제2항 제6호, 제89조의3 제1호), 

- 사회복무요원이 복무 중 취득한 다른 사람의 정보를 무단으로 유출 또는 이용한 경우에는 5년 이하의 징역 또는 5천만원 이하의 벌금으로 처벌받습니다(「병역법」 제89조의4)."
q35,공공서비스,§36,54,정보주체의 요구에 따라 법령상 수집 대상인 예방접종 내역을 삭제할 수 있나요?,"#### 정보주체의 요구에 따라 법령상 수집 대상인 예방접종 내역을 삭제할 수 있나요? 

아니요, 다른 법령에서 해당 개인정보가 수집 대상으로 명시되어 있는 경우에는 삭제할 수 없습니다. 

- 자신의 개인정보를 열람한 정보주체는 개인정보처리자에게 그 개인정보의 정정 또는 삭제를 요구할 수 있으나, 다른 법령에서 그 개인정보가 수집 대상으로 명시되어 있는 경우에는 그 삭제를 요구할 수 없습니다(보호법 제36조 제1항). 

- 즉, 다른 법령에서 개인정보를 수집하도록 명시한 규정이 있다면, 해당 개인정보는 삭제 요구권의 대상에 포함되지 않으므로 개인정보처리자는 해당 개인정보를 삭제 할 수 없습니다. 

- 예방접종 실시 내역은 감염병 법령에 따라 질병관리청 및 지방자치단체에서 수집·보유 하는 자료로서, 삭제를 요구할 수 없습니다(「감염병의 예방 및 관리에 관한 법률」 제28조, 제33조의4 및 같은 법 시행령 제23조). 

- 다만, 이런 경우 개인정보처리자는 삭제 요구에 따르지 아니한 사실 및 이유와 이의 제기방법을 「개인정보 정정·삭제 결과 통지서」로 해당 정보주체에게 알려야 합니다 (보호법 시행령 제43조 제3항, 「개인정보 처리 방법에 관한 고시」 제3조 제5항, 별지 제10호 서식)."
q36,공공서비스,§15,55,조례로 교통약자의 특별교통수단 이용 관련 개인정보를 동의 없이 수집·이용할 수 있나요?,"#### 조례로 교통약자의 특별교통수단 이용 관련 개인정보를 동의 없이 수집·이용할 수 있나요? 

네, 지방자치단체는 적법한 조례에 따라 교통약자의 이동지원과 관련한 이용자의 개인 정보를 동의 없이 수집·이용할 수 있습니다. 

- 공공기관은 법령 등에서 정하는 소관 업무의 수행을 위하여 불가피한 경우 개인정보를 수집·이용할 수 있으며(보호법 제15조 제1항 제3호), 

- 지방자치단체의 경우 적법한 조례에서 정하고 있는 업무도 ‘법령 등에서 정하는 소관 업무’에 포함됩니다. 

- 한편, 「교통약자의 이동편의 증진법」 제16조 제2항에서는 시장이나 군수가 특별교통 수단을 이용하려는 교통약자와 특별교통수단을 운행하는 자를 통신수단 등을 통하여 연결하여 주는 이동지원센터를 설치하여야 한다고 규정하고 있으며, 

- 같은 법 제16조 제12항 및 같은 법 시행령 제14조의6은 특별교통수단과 이동지원 센터의 운영 등에 필요한 사항은 해당 지방자치단체의 조례로 정한다고 규정하고 있습니다. 

- 따라서 상기 법률에 따라 지방자치단체가 조례를 제정한 경우, 교통약자의 이동지원 등 업무 수행을 위하여 불가피하다면 동의를 받지 않았더라도 개인정보를 수집·이용 할 수 있습니다."
q37,공공서비스,§18,56,지방의회가 채용 감사 목적으로 요청하는 경우 지방공단이 신규 임용 대상자가 제출한 경력 사항을 지방의회에 제출할 수 있나요?,"#### 지방의회가 채용 감사 목적으로 요청하는 경우 지방공단이 신규 임용 대상자가 제출한 경력 사항을 지방의회에 제출할 수 있나요? 

네, 정보주체 또는 제3자의 이익을 부당하게 침해할 우려가 있을 때를 제외하고 제출할 수 있습니다. 

- 개인정보처리자는 정보주체 또는 제3자의 이익을 부당하게 침해할 우려가 있을 때를 제외하고 다른 법률에 특별한 규정이 있는 경우 정보주체의 개인정보를 수집한 목적 외로 제3자에게 제공할 수 있습니다(보호법 제18조 제2항 제2호). 

- 지방의회는 「지방자치법」에 의거하여 안건의 심의와 감사 및 조사를 위하여 지방자치 단체에 서류의 제출을 요구할 수 있으며, 이는 보호법 제18조 제2항 제2호의 ‘다른 법률의 특별한 규정’에 해당합니다(「지방자치법」 제48조 제1항, 제49조 제4항, 개인 정보보호위원회 결정 제2020-08-125호, 제2021-108-015호). 

- 따라서 지방공단은 정보주체인 신규 임용대상자의 동의 없이도 그 경력 사항을 지방 의회에 제출할 수 있으나, 

- 지방의회가 제출을 요구하는 자료가 안건심의 또는 감사·조사 등에 직접 관련된 자료 로서 자료의 제공이 정보주체 또는 제3자의 이익을 부당하게 침해할 우려가 있는지 여부는 구체적·개별적으로 판단하여야 합니다."
q38,공공서비스,§58,57,지방자치단체가 설치·운영하는 CCTV 영상을 언론사에 취재·보도 목적 으로 제공할 수 있나요?,"#### 지방자치단체가 설치·운영하는 CCTV 영상을 언론사에 취재·보도 목적으로 제공할 수 있나요? 

###### 보호법 제18조 규정을 준수한 경우 제공할 수 있습니다. 

- 지방자체단체가 보호법 제25조에 따라 설치·운영하는 CCTV의 영상정보를 취재·보도 목적으로 언론사에 제공하는 것은 당초 설치 목적 외의 용도로 제공하는 것이므로 보호법 제18조 규정을 준수해야 합니다. 

- 따라서, 정보주체 또는 제3자의 이익을 부당하게 침해할 우려가 있을 때를 제외하고, 명백히 정보주체 또는 제3자의 급박한 생명, 신체, 재산의 이익을 위하여 필요하다고 인정되는 경우 등 보호법 제18조 제2항 각 호의 어느 하나에 해당하는 경우 제공 할 수 있습니다. 

- ※ 언론이 취재·보도 등 고유 목적을 달성하기 위하여 수집·이용하는 개인정보에 관하여는 제3장부터 제8장까지를 적용하지 않는다는 규정이 있으나(보호법 제58조 제1항 제4호), 이는 “언론”이 “수집· 이용”할 때 적용되는 규정이며, 다른 개인정보처리자가 보호법 제18조 규정의 제한 없이 “제공”할 수 있다는 것을 의미하지 않습니다."
q39,공공서비스,§17,58,통장이 전입 신고자의 전입 사실 여부를 확인할 수 있나요?,"#### 통장이 전입 신고자의 전입 사실 여부를 확인할 수 있나요? 

네, 「주민등록법 시행령」에 따라 전입신고 내용이 사실인지를 확인하기 위해 개인정보를 처리할 수 있습니다. 

- 개인정보처리자는 법률에 특별한 규정이 있거나 법령상 의무를 준수하기 위하여 불가피한 경우, 공공기관이 법령 등에서 정하는 소관 업무의 수행을 위하여 불가피한 경우 정보 주체의 개인정보를 수집한 목적의 범위에서 이용할 수 있습니다(보호법 제15조 제1항 제2호, 제3호). 

- 전입신고를 받은 시장·군수 또는 구청장은 신고된 내용이 포함된 사후확인용 자료를 전산으로 출력하여 신고일부터 15일 이내에 관할 통장에게 보내야 하고, 통장은 사후 확인용 자료를 받은 날부터 15일 이내에 신고 내용이 사실인지를 확인한 후 그 결과를 해당 시장·군수 또는 구청장에게 알려야 합니다(「주민등록법 시행령」 제15조 제1항, 제2항). 

- 통장이 개인정보취급자로서 주소지 방문, 전화 등으로 전입을 확인하는 행위는 주민 등록법령에서 규정한 사실조사 의무를 준수하기 위함이므로 개인정보를 수집·이용할 수 있습니다(보호법 제28조, 제15조 제1항 제2호, 제3호)."
q40,공공서비스,"§6, §18",59,개인정보가 포함된 자료에 대해 정보공개청구를 받았는데 공개해도 될까요?,"#### 개인정보가 포함된 자료에 대해 정보공개청구를 받았는데 공개해도 될까요? 

공개 여부 및 그 범위는 정보공개청구를 받은 공공기관이 「공공기관의 정보공개에 관한 법률」에 따라 결정하여야 합니다. 

- 공공기관이 보유·관리하고 있는 개인정보에 대하여 정보공개청구를 받은 경우 해당 정보를 공개함에 있어서는 「공공기관의 정보공개에 관한 법률」 규정이 보호법상의 ‘다른 법률의 특별한 규정’에 해당합니다. 

- 「공공기관의 정보공개에 관한 법률」은 공공기관이 보유·관리하는 정보는 공개 대상이 된다고 정하고 있고, 예외적으로 “개인정보로서 공개될 경우 사생활의 비밀 또는 자유를 침해할 우려가 있다고 인정되는 정보” 등 비공개할 수 있는 대상을 규정하고 있으며 (「공공기관의 정보공개에 관한 법률」 제9조 제1항), 

- 정보공개의 청구를 받은 공공기관은 그 청구를 받은 날부터 10일 이내에 공개 여부를 결정하여야 합니다(「공공기관의 정보공개에 관한 법률」 제11조 제1항). 

- 따라서 정보공개청구를 받은 공공기관은 「공공기관의 정보공개에 관한 법률」 제9조 제1항에 따른 비공개 대상에 해당하는지 등을 구체적으로 검토하여 공개 여부 및 그 범위를 결정하여야 합니다."
q41,공공서비스,§18,60,검찰에서 형 미집행자를 검거하기 위하여 공공기관에 개인정보를 요청한 경우 해당 공공기관은 개인정보를 제공해도 되나요?,"#### 검찰에서 형 미집행자를 검거하기 위하여 공공기관에 개인정보를 요청한 경우 해당 공공기관은 개인정보를 제공해도 되나요? 

###### 네, 공공기관은 형 미집행자 검거 목적으로 검찰에 개인정보를 제공할 수 있습니다. 

- 공공기관인 개인정보처리자는 형 및 감호, 보호처분의 집행을 위하여 필요한 경우 정보주체 또는 제3자의 이익을 부당하게 침해할 우려가 있을 때를 제외하고 개인정보를 당초 수집한 목적 외로 이용하거나 제3자에게 제공할 수 있습니다(보호법 제18조 제2항 제9호). 

- 자유형 등의 선고를 받은 자가 구금되지 아니한 때에는 형 집행을 위하여 이를 소환 하여야 하고, 소환에 응하지 아니한 때에는 형집행장을 발부하여 구인하여야 하며, 형의 선고를 받은 자가 도망하거나 현재지를 알 수 없는 때에는 소환함이 없이 형 집행장을 발부하여 구인할 수 있습니다(「형사소송법」 제473조). 

- 따라서 형 미집행자가 도주하여 검찰이 이동 경로나 은신처 등 소재를 파악하기 위해 개인정보를 요청하는 것은 ‘형(刑)의 집행을 위하여 필요한 경우’에 해당하므로(개인 정보보호위원회 결정 제2024-115-029호), 공공기관은 형 미집행자 검거 목적으로 보호법 제18조 제2항에 따라 검찰에 개인정보를 제공할 수 있습니다."
