날짜,요일,지점,카테고리,상품,수량,매출
2024-06-17,월,판교,스낵,젤리,3,5349
2024-06-17,월,판교,스낵,초코바,5,10275
2024-06-17,월,판교,즉석식품,도시락,2,8052
2024-06-17,월,판교,생활용품,칫솔,4,10200
2024-06-17,월,판교,생활용품,칫솔,2,5890
2024-06-17,월,성수,음료,아메리카노,2,3020
2024-06-17,월,성수,음료,생수,6,8127
2024-06-17,월,성수,스낵,초코바,4,7131
2024-06-17,월,성수,즉석식품,삼각김밥,1,3885
2024-06-17,월,성수,생활용품,건전지,2,4764
2024-06-17,월,성수,생활용품,건전지,3,6185
2024-06-17,월,성수,생활용품,물티슈,3,7546
2024-06-18,화,강남,음료,생수,5,9993
2024-06-18,화,강남,음료,탄산음료,7,14525
2024-06-18,화,강남,음료,탄산음료,6,12847
2024-06-18,화,강남,스낵,견과류,5,11031
2024-06-18,화,강남,스낵,젤리,3,7226
2024-06-18,화,강남,스낵,감자칩,7,18436
2024-06-18,화,강남,즉석식품,도시락,4,20880
2024-06-18,화,강남,즉석식품,도시락,6,31005
2024-06-18,화,강남,즉석식품,도시락,3,14928
2024-06-18,화,강남,생활용품,건전지,7,23686
2024-06-18,화,강남,생활용품,우산,7,22723
2024-06-18,화,홍대,음료,아메리카노,4,5856
2024-06-18,화,홍대,음료,아메리카노,1,1430
2024-06-18,화,홍대,스낵,감자칩,2,4259
2024-06-18,화,홍대,즉석식품,샌드위치,3,14153
2024-06-18,화,홍대,즉석식품,도시락,2,9504
2024-06-18,화,홍대,즉석식품,도시락,5,23193
2024-06-18,화,홍대,생활용품,물티슈,5,13150
2024-06-18,화,홍대,생활용품,칫솔,4,11752
2024-06-18,화,홍대,생활용품,우산,4,12738
2024-06-18,화,판교,음료,생수,2,2580
2024-06-18,화,판교,음료,아메리카노,5,8575
2024-06-18,화,판교,음료,생수,7,10227
2024-06-18,화,판교,스낵,초코바,5,11070
2024-06-18,화,판교,스낵,초코바,3,6531
2024-06-18,화,판교,즉석식품,삼각김밥,6,21984
2024-06-18,화,판교,생활용품,건전지,4,10488
2024-06-18,화,판교,생활용품,우산,3,6984
2024-06-18,화,성수,음료,탄산음료,6,7063
2024-06-18,화,성수,음료,이온음료,5,5913
2024-06-18,화,성수,음료,이온음료,6,7063
2024-06-18,화,성수,스낵,견과류,7,12291
2024-06-18,화,성수,스낵,감자칩,5,9504
2024-06-18,화,성수,즉석식품,삼각김밥,3,9215
2024-06-18,화,성수,즉석식품,샌드위치,4,13528
2024-06-18,화,성수,생활용품,우산,4,10558
2024-06-19,수,강남,음료,이온음료,2,3582
2024-06-19,수,강남,스낵,감자칩,4,10040
2024-06-19,수,강남,스낵,초코바,3,7560
2024-06-19,수,강남,스낵,초코바,1,2565
2024-06-19,수,강남,즉석식품,삼각김밥,6,32040
2024-06-19,수,강남,생활용품,우산,6,18315
2024-06-19,수,홍대,음료,이온음료,3,4458
2024-06-19,수,홍대,음료,생수,6,8527
2024-06-19,수,홍대,음료,생수,1,1469
2024-06-19,수,홍대,스낵,감자칩,4,9024
2024-06-19,수,홍대,스낵,감자칩,6,15034
2024-06-19,수,홍대,즉석식품,컵라면,2,9053
2024-06-19,수,홍대,즉석식품,샌드위치,2,8782
2024-06-19,수,홍대,생활용품,건전지,5,15999
2024-06-19,수,홍대,생활용품,우산,5,15933
2024-06-19,수,홍대,생활용품,물티슈,6,15173
2024-06-19,수,판교,음료,탄산음료,5,7265
2024-06-19,수,판교,스낵,젤리,5,9680
2024-06-19,수,판교,스낵,견과류,7,13587
2024-06-19,수,판교,스낵,젤리,5,9910
2024-06-19,수,판교,즉석식품,컵라면,4,13536
2024-06-19,수,판교,생활용품,우산,3,7311
2024-06-19,수,성수,음료,이온음료,4,5853
2024-06-19,수,성수,음료,생수,2,2887
2024-06-19,수,성수,음료,생수,2,2572
2024-06-19,수,성수,스낵,초코바,2,3495
2024-06-19,수,성수,스낵,감자칩,3,4668
2024-06-19,수,성수,즉석식품,컵라면,6,19105
2024-06-19,수,성수,즉석식품,삼각김밥,3,11315
2024-06-19,수,성수,생활용품,우산,3,5991
2024-06-20,목,강남,음료,생수,4,6705
2024-06-20,목,강남,음료,아메리카노,5,8206
2024-06-20,목,강남,음료,탄산음료,3,4950
2024-06-20,목,강남,스낵,초코바,2,4297
2024-06-20,목,강남,즉석식품,컵라면,4,18675
2024-06-20,목,강남,즉석식품,샌드위치,6,31320
2024-06-20,목,강남,즉석식품,컵라면,1,4238
2024-06-20,목,강남,생활용품,건전지,6,22320
2024-06-20,목,강남,생활용품,우산,7,20816
2024-06-20,목,홍대,음료,탄산음료,4,6168
2024-06-20,목,홍대,음료,아메리카노,2,3467
2024-06-20,목,홍대,음료,생수,6,9233
2024-06-20,목,홍대,스낵,젤리,3,5672
2024-06-20,목,홍대,스낵,젤리,5,11478
2024-06-20,목,홍대,즉석식품,도시락,7,31654
2024-06-20,목,홍대,즉석식품,샌드위치,4,17164
2024-06-20,목,홍대,즉석식품,도시락,4,15180
2024-06-20,목,홍대,생활용품,건전지,3,9009
2024-06-20,목,홍대,생활용품,우산,3,7702
2024-06-20,목,판교,음료,생수,3,4248
2024-06-20,목,판교,음료,아메리카노,1,1514
2024-06-20,목,판교,음료,아메리카노,3,4203
2024-06-20,목,판교,스낵,젤리,5,11170
2024-06-20,목,판교,스낵,젤리,3,5664
2024-06-20,목,판교,즉석식품,컵라면,6,21258
2024-06-20,목,판교,즉석식품,샌드위치,4,13444
2024-06-20,목,판교,즉석식품,도시락,3,11484
2024-06-20,목,판교,생활용품,칫솔,7,17899
2024-06-20,목,판교,생활용품,우산,3,8733
2024-06-20,목,판교,생활용품,건전지,1,2549
2024-06-20,목,성수,음료,이온음료,2,2887
2024-06-20,목,성수,스낵,감자칩,6,11545
2024-06-20,목,성수,스낵,감자칩,3,5418
2024-06-20,목,성수,즉석식품,삼각김밥,4,11836
2024-06-20,목,성수,즉석식품,삼각김밥,4,13849
2024-06-20,목,성수,즉석식품,샌드위치,4,14410
2024-06-20,목,성수,생활용품,칫솔,5,12195
2024-06-20,목,성수,생활용품,우산,4,10119
2024-06-21,금,강남,음료,아메리카노,5,8900
2024-06-21,금,강남,음료,이온음료,3,5947
2024-06-21,금,강남,스낵,감자칩,7,15557
2024-06-21,금,강남,즉석식품,삼각김밥,7,32856
2024-06-21,금,강남,즉석식품,컵라면,6,26287
2024-06-21,금,강남,생활용품,칫솔,4,11615
2024-06-21,금,홍대,음료,이온음료,6,10375
2024-06-21,금,홍대,음료,아메리카노,3,5329
2024-06-21,금,홍대,음료,이온음료,2,3737
2024-06-21,금,홍대,스낵,감자칩,6,13523
2024-06-21,금,홍대,스낵,견과류,5,11148
2024-06-21,금,홍대,스낵,젤리,5,11396
2024-06-21,금,홍대,즉석식품,컵라면,7,31593
2024-06-21,금,홍대,즉석식품,삼각김밥,1,4522
2024-06-21,금,홍대,즉석식품,삼각김밥,1,4169
2024-06-21,금,홍대,생활용품,우산,6,14678
2024-06-21,금,홍대,생활용품,물티슈,7,18764
2024-06-21,금,홍대,생활용품,우산,1,2784
2024-06-21,금,판교,음료,아메리카노,1,1370
2024-06-21,금,판교,음료,생수,2,3338
2024-06-21,금,판교,스낵,초코바,4,8304
2024-06-21,금,판교,스낵,감자칩,2,4060
2024-06-21,금,판교,스낵,초코바,6,10836
2024-06-21,금,판교,즉석식품,도시락,6,19950
2024-06-21,금,판교,즉석식품,삼각김밥,7,23478
2024-06-21,금,판교,즉석식품,도시락,5,20370
2024-06-21,금,판교,생활용품,물티슈,1,2724
2024-06-21,금,판교,생활용품,칫솔,7,17556
2024-06-21,금,판교,생활용품,우산,3,8265
2024-06-21,금,성수,음료,탄산음료,7,9179
2024-06-21,금,성수,스낵,초코바,1,1664
2024-06-21,금,성수,스낵,감자칩,2,4084
2024-06-21,금,성수,즉석식품,샌드위치,5,14647
2024-06-21,금,성수,즉석식품,삼각김밥,5,16267
2024-06-21,금,성수,즉석식품,삼각김밥,4,15253
2024-06-21,금,성수,생활용품,물티슈,3,6304
2024-06-21,금,성수,생활용품,물티슈,7,16726
2024-06-22,토,강남,음료,아메리카노,6,17313
2024-06-22,토,강남,음료,아메리카노,5,13449
2024-06-22,토,강남,음료,탄산음료,5,13753
2024-06-22,토,강남,스낵,초코바,2,7455
2024-06-22,토,강남,즉석식품,삼각김밥,1,6404
2024-06-22,토,강남,즉석식품,도시락,4,25299
2024-06-22,토,강남,즉석식품,샌드위치,3,21394
2024-06-22,토,강남,생활용품,우산,2,8343
2024-06-22,토,강남,생활용품,물티슈,5,21684
2024-06-22,토,홍대,음료,생수,5,10840
2024-06-22,토,홍대,음료,아메리카노,4,8975
2024-06-22,토,홍대,음료,아메리카노,6,12162
2024-06-22,토,홍대,스낵,초코바,2,6239
2024-06-22,토,홍대,스낵,초코바,7,18627
2024-06-22,토,홍대,스낵,초코바,7,23243
2024-06-22,토,홍대,즉석식품,샌드위치,2,10620
2024-06-22,토,홍대,생활용품,칫솔,5,17990
2024-06-22,토,홍대,생활용품,물티슈,1,4305
2024-06-22,토,홍대,생활용품,물티슈,3,12955
2024-06-22,토,판교,음료,생수,4,8834
2024-06-22,토,판교,스낵,초코바,6,18459
2024-06-22,토,판교,즉석식품,컵라면,3,15628
2024-06-22,토,판교,생활용품,건전지,2,8056
2024-06-22,토,판교,생활용품,건전지,1,3573
2024-06-22,토,판교,생활용품,칫솔,1,3342
2024-06-22,토,성수,음료,아메리카노,4,8271
2024-06-22,토,성수,음료,아메리카노,6,9965
2024-06-22,토,성수,스낵,초코바,2,5151
2024-06-22,토,성수,스낵,견과류,2,4157
2024-06-22,토,성수,즉석식품,샌드위치,4,17666
2024-06-22,토,성수,즉석식품,컵라면,5,20600
2024-06-22,토,성수,생활용품,칫솔,5,15199
2024-06-22,토,성수,생활용품,우산,4,13287
2024-06-22,토,성수,생활용품,칫솔,7,21951
2024-06-23,일,강남,음료,아메리카노,5,13137
2024-06-23,일,강남,스낵,감자칩,5,19060
2024-06-23,일,강남,즉석식품,도시락,7,45135
2024-06-23,일,강남,즉석식품,샌드위치,1,5988
2024-06-23,일,강남,생활용품,물티슈,2,9331
2024-06-23,일,강남,생활용품,칫솔,2,8960
2024-06-23,일,강남,생활용품,물티슈,5,24747
2024-06-23,일,홍대,음료,이온음료,7,13264
2024-06-23,일,홍대,음료,이온음료,7,13918
2024-06-23,일,홍대,음료,탄산음료,1,2478
2024-06-23,일,홍대,스낵,초코바,5,14367
2024-06-23,일,홍대,즉석식품,삼각김밥,2,11767
2024-06-23,일,홍대,즉석식품,샌드위치,4,25482
2024-06-23,일,홍대,즉석식품,샌드위치,6,37074
2024-06-23,일,홍대,생활용품,물티슈,2,8826
2024-06-23,일,홍대,생활용품,건전지,6,23201
2024-06-23,일,판교,음료,아메리카노,6,12101
2024-06-23,일,판교,스낵,젤리,6,16515
2024-06-23,일,판교,즉석식품,샌드위치,7,41287
2024-06-23,일,판교,즉석식품,도시락,6,28657
2024-06-23,일,판교,생활용품,우산,4,12474
2024-06-23,일,판교,생활용품,물티슈,2,6558
2024-06-23,일,성수,음료,아메리카노,3,5460
2024-06-23,일,성수,스낵,견과류,4,8713
2024-06-23,일,성수,즉석식품,샌드위치,1,4298
2024-06-23,일,성수,생활용품,물티슈,7,20607
2024-06-23,일,성수,생활용품,우산,3,9801
2024-06-24,월,강남,음료,아메리카노,5,10681
2024-06-24,월,강남,음료,이온음료,5,8093
2024-06-24,월,강남,음료,탄산음료,6,12442
2024-06-24,월,강남,스낵,감자칩,3,7721
2024-06-24,월,강남,즉석식품,도시락,6,30885
2024-06-24,월,강남,즉석식품,삼각김밥,2,8637
2024-06-24,월,강남,즉석식품,컵라면,7,31062
2024-06-24,월,강남,생활용품,건전지,5,17575
2024-06-24,월,강남,생활용품,물티슈,4,11935
2024-06-24,월,홍대,음료,이온음료,1,1797
2024-06-24,월,홍대,스낵,젤리,6,13794
2024-06-24,월,홍대,즉석식품,삼각김밥,6,25984
2024-06-24,월,홍대,즉석식품,도시락,3,10814
2024-06-24,월,홍대,즉석식품,삼각김밥,1,3608
2024-06-24,월,홍대,생활용품,우산,2,5640
2024-06-24,월,홍대,생활용품,칫솔,1,2574
2024-06-24,월,홍대,생활용품,건전지,1,2921
2024-06-24,월,판교,음료,탄산음료,4,5868
2024-06-24,월,판교,음료,생수,1,1566
2024-06-24,월,판교,스낵,초코바,5,8815
2024-06-24,월,판교,스낵,감자칩,3,5571
2024-06-24,월,판교,스낵,젤리,3,6618
2024-06-24,월,판교,즉석식품,샌드위치,1,4217
2024-06-24,월,판교,생활용품,칫솔,3,7854
2024-06-24,월,판교,생활용품,건전지,3,6651
2024-06-24,월,판교,생활용품,건전지,7,19404
2024-06-24,월,성수,음료,아메리카노,1,1231
2024-06-24,월,성수,음료,이온음료,6,8785
2024-06-24,월,성수,스낵,견과류,7,13078
2024-06-24,월,성수,즉석식품,삼각김밥,7,25880
2024-06-24,월,성수,즉석식품,도시락,4,13507
2024-06-24,월,성수,생활용품,칫솔,3,6639
2024-06-25,화,강남,음료,생수,4,7075
2024-06-25,화,강남,음료,아메리카노,1,1945
2024-06-25,화,강남,스낵,감자칩,3,7537
2024-06-25,화,강남,즉석식품,삼각김밥,3,12206
2024-06-25,화,강남,생활용품,건전지,3,9915
2024-06-25,화,강남,생활용품,우산,5,18543
2024-06-25,화,홍대,음료,생수,1,1558
2024-06-25,화,홍대,음료,아메리카노,7,12943
2024-06-25,화,홍대,음료,아메리카노,3,4672
2024-06-25,화,홍대,스낵,초코바,7,15792
2024-06-25,화,홍대,즉석식품,삼각김밥,7,29729
2024-06-25,화,홍대,즉석식품,삼각김밥,4,17085
2024-06-25,화,홍대,생활용품,우산,6,16018
2024-06-25,화,홍대,생활용품,칫솔,4,9754
2024-06-25,화,판교,음료,이온음료,3,5139
2024-06-25,화,판교,음료,탄산음료,2,3008
2024-06-25,화,판교,스낵,감자칩,1,1884
2024-06-25,화,판교,스낵,젤리,5,9815
2024-06-25,화,판교,즉석식품,컵라면,6,21306
2024-06-25,화,판교,즉석식품,삼각김밥,4,13088
2024-06-25,화,판교,즉석식품,도시락,3,10134
2024-06-25,화,판교,생활용품,물티슈,4,10224
2024-06-25,화,판교,생활용품,칫솔,7,19824
2024-06-25,화,판교,생활용품,물티슈,2,5860
2024-06-25,화,성수,음료,탄산음료,7,10199
2024-06-25,화,성수,스낵,견과류,7,14017
2024-06-25,화,성수,스낵,젤리,6,10881
2024-06-25,화,성수,스낵,견과류,5,10021
2024-06-25,화,성수,즉석식품,도시락,2,7185
2024-06-25,화,성수,생활용품,건전지,4,9536
2024-06-25,화,성수,생활용품,칫솔,6,12501
2024-06-25,화,성수,생활용품,물티슈,3,6277
2024-06-26,수,강남,음료,생수,4,7380
2024-06-26,수,강남,음료,이온음료,3,5557
2024-06-26,수,강남,음료,이온음료,1,2040
2024-06-26,수,강남,스낵,초코바,2,4975
2024-06-26,수,강남,스낵,젤리,7,17123
2024-06-26,수,강남,스낵,견과류,2,4295
2024-06-26,수,강남,즉석식품,도시락,4,19270
2024-06-26,수,강남,생활용품,건전지,3,8370
2024-06-26,수,강남,생활용품,우산,4,11505
2024-06-26,수,강남,생활용품,물티슈,2,6745
2024-06-26,수,홍대,음료,탄산음료,7,12674
2024-06-26,수,홍대,음료,탄산음료,1,1658
2024-06-26,수,홍대,스낵,젤리,4,8553
2024-06-26,수,홍대,스낵,초코바,7,16824
2024-06-26,수,홍대,스낵,견과류,6,11642
2024-06-26,수,홍대,즉석식품,삼각김밥,5,21637
2024-06-26,수,홍대,생활용품,물티슈,7,18002
2024-06-26,수,홍대,생활용품,우산,2,5088
2024-06-26,수,홍대,생활용품,건전지,1,2523
2024-06-26,수,판교,음료,탄산음료,3,4935
2024-06-26,수,판교,스낵,초코바,5,8910
2024-06-26,수,판교,즉석식품,샌드위치,3,10359
2024-06-26,수,판교,즉석식품,샌드위치,2,7574
2024-06-26,수,판교,즉석식품,컵라면,4,14604
2024-06-26,수,판교,생활용품,칫솔,3,7584
2024-06-26,수,판교,생활용품,칫솔,6,14136
2024-06-26,수,성수,음료,탄산음료,4,4806
2024-06-26,수,성수,음료,탄산음료,3,3987
2024-06-26,수,성수,스낵,젤리,4,7002
2024-06-26,수,성수,스낵,초코바,1,1909
2024-06-26,수,성수,즉석식품,삼각김밥,3,10743
2024-06-26,수,성수,즉석식품,샌드위치,5,17635
2024-06-26,수,성수,즉석식품,도시락,3,11402
2024-06-26,수,성수,생활용품,물티슈,1,2027
2024-06-26,수,성수,생활용품,우산,4,10076
2024-06-27,목,강남,음료,생수,2,3270
2024-06-27,목,강남,음료,탄산음료,4,8295
2024-06-27,목,강남,음료,생수,1,1622
2024-06-27,목,강남,스낵,초코바,5,10887
2024-06-27,목,강남,스낵,초코바,1,2237
2024-06-27,목,강남,스낵,젤리,7,15977
2024-06-27,목,강남,즉석식품,삼각김밥,4,18475
2024-06-27,목,강남,생활용품,건전지,3,8962
2024-06-27,목,강남,생활용품,건전지,5,17193
2024-06-27,목,홍대,음료,탄산음료,3,5596
2024-06-27,목,홍대,음료,탄산음료,1,1650
2024-06-27,목,홍대,스낵,젤리,3,6068
2024-06-27,목,홍대,즉석식품,도시락,1,4115
2024-06-27,목,홍대,즉석식품,컵라면,6,25317
2024-06-27,목,홍대,즉석식품,삼각김밥,6,28228
2024-06-27,목,홍대,생활용품,칫솔,6,18711
2024-06-27,목,홍대,생활용품,우산,2,6446
2024-06-27,목,홍대,생활용품,건전지,2,5194
2024-06-27,목,판교,음료,탄산음료,2,3348
2024-06-27,목,판교,스낵,젤리,2,4208
2024-06-27,목,판교,스낵,감자칩,5,10405
2024-06-27,목,판교,스낵,견과류,6,13536
2024-06-27,목,판교,즉석식품,삼각김밥,3,10602
2024-06-27,목,판교,즉석식품,샌드위치,5,20945
2024-06-27,목,판교,생활용품,우산,2,5634
2024-06-27,목,성수,음료,아메리카노,4,5331
2024-06-27,목,성수,스낵,감자칩,7,13337
2024-06-27,목,성수,스낵,견과류,7,13425
2024-06-27,목,성수,스낵,젤리,7,10823
2024-06-27,목,성수,즉석식품,삼각김밥,6,23068
2024-06-27,목,성수,즉석식품,삼각김밥,5,15957
2024-06-27,목,성수,생활용품,건전지,1,2260
2024-06-27,목,성수,생활용품,건전지,3,8002
2024-06-27,목,성수,생활용품,우산,4,8622
2024-06-28,금,강남,음료,이온음료,4,7045
2024-06-28,금,강남,음료,탄산음료,1,2050
2024-06-28,금,강남,스낵,젤리,2,5200
2024-06-28,금,강남,스낵,감자칩,3,8122
2024-06-28,금,강남,스낵,감자칩,6,13110
2024-06-28,금,강남,즉석식품,삼각김밥,1,4410
2024-06-28,금,강남,즉석식품,삼각김밥,6,25155
2024-06-28,금,강남,즉석식품,컵라면,3,15513
2024-06-28,금,강남,생활용품,칫솔,3,10983
2024-06-28,금,홍대,음료,탄산음료,4,6124
2024-06-28,금,홍대,음료,이온음료,5,8838
2024-06-28,금,홍대,음료,생수,5,8954
2024-06-28,금,홍대,스낵,초코바,5,11363
2024-06-28,금,홍대,즉석식품,샌드위치,6,24657
2024-06-28,금,홍대,즉석식품,컵라면,4,17366
2024-06-28,금,홍대,즉석식품,삼각김밥,7,30977
2024-06-28,금,홍대,생활용품,칫솔,2,5662
2024-06-28,금,홍대,생활용품,건전지,7,18634
2024-06-28,금,홍대,생활용품,우산,7,19904
2024-06-28,금,판교,음료,이온음료,2,2648
2024-06-28,금,판교,음료,생수,4,5640
2024-06-28,금,판교,스낵,감자칩,7,15197
2024-06-28,금,판교,스낵,초코바,7,13482
2024-06-28,금,판교,즉석식품,컵라면,3,11169
2024-06-28,금,판교,즉석식품,샌드위치,5,18265
2024-06-28,금,판교,생활용품,우산,5,12185
2024-06-28,금,판교,생활용품,칫솔,7,20650
2024-06-28,금,성수,음료,생수,4,4820
2024-06-28,금,성수,스낵,초코바,3,5883
2024-06-28,금,성수,스낵,감자칩,3,4992
2024-06-28,금,성수,즉석식품,삼각김밥,1,3657
2024-06-28,금,성수,생활용품,우산,7,16317
2024-06-29,토,강남,음료,생수,2,4691
2024-06-29,토,강남,스낵,젤리,2,6534
2024-06-29,토,강남,즉석식품,컵라면,7,48265
2024-06-29,토,강남,생활용품,건전지,4,15788
2024-06-29,토,강남,생활용품,건전지,4,18616
2024-06-29,토,강남,생활용품,건전지,7,27842
2024-06-29,토,홍대,음료,아메리카노,6,11707
2024-06-29,토,홍대,음료,아메리카노,2,4122
2024-06-29,토,홍대,음료,탄산음료,1,2557
2024-06-29,토,홍대,스낵,초코바,3,7626
2024-06-29,토,홍대,즉석식품,삼각김밥,3,19116
2024-06-29,토,홍대,즉석식품,도시락,7,42765
2024-06-29,토,홍대,즉석식품,샌드위치,6,36076
2024-06-29,토,홍대,생활용품,우산,3,11569
2024-06-29,토,홍대,생활용품,우산,5,19936
2024-06-29,토,판교,음료,생수,5,10759
2024-06-29,토,판교,스낵,감자칩,7,16641
2024-06-29,토,판교,스낵,초코바,7,20629
2024-06-29,토,판교,스낵,감자칩,5,13932
2024-06-29,토,판교,즉석식품,샌드위치,6,32626
2024-06-29,토,판교,즉석식품,도시락,4,20800
2024-06-29,토,판교,생활용품,건전지,5,15194
2024-06-29,토,판교,생활용품,칫솔,2,6547
2024-06-29,토,판교,생활용품,물티슈,3,9634
2024-06-29,토,성수,음료,이온음료,7,12026
2024-06-29,토,성수,음료,아메리카노,1,2001
2024-06-29,토,성수,스낵,감자칩,6,15863
2024-06-29,토,성수,즉석식품,삼각김밥,1,4771
2024-06-29,토,성수,즉석식품,샌드위치,1,5017
2024-06-29,토,성수,즉석식품,도시락,5,24816
2024-06-29,토,성수,생활용품,우산,3,8613
2024-06-30,일,강남,음료,아메리카노,1,2237
2024-06-30,일,강남,스낵,초코바,7,26093
2024-06-30,일,강남,스낵,견과류,6,19105
2024-06-30,일,강남,즉석식품,컵라면,7,38874
2024-06-30,일,강남,즉석식품,컵라면,6,43983
2024-06-30,일,강남,즉석식품,샌드위치,6,42666
2024-06-30,일,강남,생활용품,물티슈,3,11962
2024-06-30,일,홍대,음료,이온음료,7,15956
2024-06-30,일,홍대,음료,아메리카노,1,2142
2024-06-30,일,홍대,음료,이온음료,4,8464
2024-06-30,일,홍대,스낵,초코바,7,22473
2024-06-30,일,홍대,스낵,젤리,1,3188
2024-06-30,일,홍대,즉석식품,도시락,3,15904
2024-06-30,일,홍대,즉석식품,삼각김밥,1,6146
2024-06-30,일,홍대,즉석식품,삼각김밥,7,39157
2024-06-30,일,홍대,생활용품,우산,4,13632
2024-06-30,일,홍대,생활용품,건전지,3,13186
2024-06-30,일,판교,음료,탄산음료,7,12275
2024-06-30,일,판교,스낵,초코바,1,2654
2024-06-30,일,판교,즉석식품,샌드위치,3,16556
2024-06-30,일,판교,즉석식품,삼각김밥,2,9177
2024-06-30,일,판교,즉석식품,컵라면,3,16803
2024-06-30,일,판교,생활용품,칫솔,6,20695
2024-06-30,일,판교,생활용품,건전지,5,15768
2024-06-30,일,판교,생활용품,건전지,6,23984
2024-06-30,일,성수,음료,아메리카노,5,9069
2024-06-30,일,성수,음료,생수,5,7952
2024-06-30,일,성수,스낵,감자칩,3,7884
2024-06-30,일,성수,스낵,젤리,5,10552
2024-06-30,일,성수,스낵,젤리,5,10649
2024-06-30,일,성수,즉석식품,삼각김밥,1,4499
2024-06-30,일,성수,생활용품,칫솔,3,9783
2024-06-30,일,성수,생활용품,칫솔,3,10366
2024-06-30,일,성수,생활용품,칫솔,5,15819
