날짜,요일,지점,카테고리,상품,수량,매출
2024-09-22,일,잠실점,커피,콜드브루,3,16957
2024-09-22,일,잠실점,티,얼그레이,4,26043
2024-09-22,일,잠실점,티,캐모마일,1,6070
2024-09-22,일,잠실점,디저트,마카롱,1,7277
2024-09-22,일,잠실점,디저트,치즈케이크,5,42613
2024-09-22,일,잠실점,베이커리,식빵,2,9376
2024-09-22,일,잠실점,베이커리,식빵,3,13771
2024-09-22,일,잠실점,베이커리,베이글,2,9563
2024-09-23,월,신촌점,커피,콜드브루,1,5194
2024-09-23,월,신촌점,커피,카페라떼,3,16398
2024-09-23,월,신촌점,커피,아메리카노,4,20486
2024-09-23,월,신촌점,티,밀크티,1,6601
2024-09-23,월,신촌점,티,밀크티,5,32658
2024-09-23,월,신촌점,티,얼그레이,4,22617
2024-09-23,월,신촌점,디저트,스콘,1,8029
2024-09-23,월,신촌점,디저트,스콘,5,37938
2024-09-23,월,신촌점,디저트,치즈케이크,4,28094
2024-09-23,월,신촌점,베이커리,크루아상,5,21708
2024-09-23,월,신촌점,베이커리,식빵,3,14922
2024-09-23,월,합정점,커피,카페라떼,3,15416
2024-09-23,월,합정점,티,밀크티,4,23494
2024-09-23,월,합정점,티,캐모마일,4,23814
2024-09-23,월,합정점,티,얼그레이,4,20886
2024-09-23,월,합정점,디저트,마카롱,4,25284
2024-09-23,월,합정점,디저트,치즈케이크,2,13024
2024-09-23,월,합정점,디저트,스콘,4,24099
2024-09-23,월,합정점,베이커리,식빵,3,12631
2024-09-23,월,잠실점,커피,카페라떼,4,17544
2024-09-23,월,잠실점,커피,카페라떼,4,17913
2024-09-23,월,잠실점,티,밀크티,5,24909
2024-09-23,월,잠실점,디저트,마카롱,2,11002
2024-09-23,월,잠실점,디저트,치즈케이크,1,5739
2024-09-23,월,잠실점,디저트,스콘,5,27094
2024-09-23,월,잠실점,베이커리,크루아상,5,17404
2024-09-23,월,잠실점,베이커리,크루아상,2,7634
2024-09-23,월,잠실점,베이커리,식빵,2,7731
2024-09-24,화,신촌점,커피,아메리카노,5,25080
2024-09-24,화,신촌점,티,캐모마일,2,11666
2024-09-24,화,신촌점,티,밀크티,5,30972
2024-09-24,화,신촌점,디저트,치즈케이크,2,14073
2024-09-24,화,신촌점,디저트,마카롱,2,15326
2024-09-24,화,신촌점,디저트,치즈케이크,4,32736
2024-09-24,화,신촌점,베이커리,식빵,1,4672
2024-09-24,화,신촌점,베이커리,식빵,3,14486
2024-09-24,화,합정점,커피,카페라떼,2,9504
2024-09-24,화,합정점,커피,콜드브루,5,23394
2024-09-24,화,합정점,커피,콜드브루,5,24171
2024-09-24,화,합정점,티,밀크티,3,15044
2024-09-24,화,합정점,디저트,스콘,4,28921
2024-09-24,화,합정점,디저트,스콘,4,28799
2024-09-24,화,합정점,베이커리,베이글,1,3806
2024-09-24,화,잠실점,커피,카페라떼,3,12283
2024-09-24,화,잠실점,커피,카페라떼,1,4659
2024-09-24,화,잠실점,티,밀크티,3,14552
2024-09-24,화,잠실점,티,밀크티,2,10636
2024-09-24,화,잠실점,디저트,스콘,1,5437
2024-09-24,화,잠실점,디저트,치즈케이크,4,25532
2024-09-24,화,잠실점,디저트,스콘,4,23480
2024-09-24,화,잠실점,베이커리,식빵,1,4060
2024-09-24,화,잠실점,베이커리,식빵,2,7685
2024-09-25,수,신촌점,커피,아메리카노,2,9813
2024-09-25,수,신촌점,커피,카페라떼,4,19459
2024-09-25,수,신촌점,커피,콜드브루,1,4962
2024-09-25,수,신촌점,티,밀크티,5,28608
2024-09-25,수,신촌점,티,얼그레이,2,12825
2024-09-25,수,신촌점,티,얼그레이,1,5894
2024-09-25,수,신촌점,디저트,스콘,4,31272
2024-09-25,수,신촌점,베이커리,크루아상,2,9182
2024-09-25,수,합정점,커피,카페라떼,2,10168
2024-09-25,수,합정점,티,캐모마일,3,16458
2024-09-25,수,합정점,티,얼그레이,3,15538
2024-09-25,수,합정점,티,밀크티,1,5676
2024-09-25,수,합정점,디저트,치즈케이크,4,25225
2024-09-25,수,합정점,디저트,스콘,5,32996
2024-09-25,수,합정점,베이커리,크루아상,1,3702
2024-09-25,수,잠실점,커피,콜드브루,4,16381
2024-09-25,수,잠실점,커피,콜드브루,5,21631
2024-09-25,수,잠실점,티,얼그레이,1,5019
2024-09-25,수,잠실점,티,캐모마일,2,9319
2024-09-25,수,잠실점,디저트,스콘,2,11704
2024-09-25,수,잠실점,베이커리,크루아상,5,17171
2024-09-25,수,잠실점,베이커리,크루아상,1,3902
2024-09-25,수,잠실점,베이커리,베이글,1,3774
2024-09-26,목,신촌점,커피,아메리카노,5,26934
2024-09-26,목,신촌점,티,캐모마일,4,24955
2024-09-26,목,신촌점,티,캐모마일,2,13723
2024-09-26,목,신촌점,티,얼그레이,2,11416
2024-09-26,목,신촌점,디저트,치즈케이크,3,21862
2024-09-26,목,신촌점,베이커리,베이글,1,4436
2024-09-26,목,합정점,커피,카페라떼,5,23383
2024-09-26,목,합정점,티,얼그레이,4,20601
2024-09-26,목,합정점,디저트,스콘,3,21457
2024-09-26,목,합정점,디저트,마카롱,3,18137
2024-09-26,목,합정점,디저트,스콘,5,34644
2024-09-26,목,합정점,베이커리,식빵,2,8670
2024-09-26,목,합정점,베이커리,크루아상,1,4202
2024-09-26,목,잠실점,커피,콜드브루,2,9076
2024-09-26,목,잠실점,티,밀크티,3,15942
2024-09-26,목,잠실점,티,밀크티,4,17909
2024-09-26,목,잠실점,티,밀크티,5,22833
2024-09-26,목,잠실점,디저트,치즈케이크,4,23879
2024-09-26,목,잠실점,베이커리,식빵,5,17503
2024-09-26,목,잠실점,베이커리,베이글,3,11006
2024-09-27,금,신촌점,커피,콜드브루,2,9926
2024-09-27,금,신촌점,티,캐모마일,2,12028
2024-09-27,금,신촌점,디저트,치즈케이크,4,27936
2024-09-27,금,신촌점,디저트,스콘,3,24076
2024-09-27,금,신촌점,디저트,마카롱,1,7034
2024-09-27,금,신촌점,베이커리,베이글,2,8916
2024-09-27,금,합정점,커피,콜드브루,2,10342
2024-09-27,금,합정점,커피,카페라떼,1,4772
2024-09-27,금,합정점,티,밀크티,4,21407
2024-09-27,금,합정점,티,얼그레이,2,10579
2024-09-27,금,합정점,티,얼그레이,5,25242
2024-09-27,금,합정점,디저트,마카롱,2,14021
2024-09-27,금,합정점,디저트,치즈케이크,1,7169
2024-09-27,금,합정점,디저트,스콘,1,6970
2024-09-27,금,합정점,베이커리,크루아상,1,4381
2024-09-27,금,합정점,베이커리,크루아상,4,14796
2024-09-27,금,합정점,베이커리,크루아상,2,8019
2024-09-27,금,잠실점,커피,콜드브루,2,7710
2024-09-27,금,잠실점,티,밀크티,5,23992
2024-09-27,금,잠실점,티,캐모마일,2,10058
2024-09-27,금,잠실점,티,얼그레이,1,5329
2024-09-27,금,잠실점,디저트,스콘,4,24506
2024-09-27,금,잠실점,베이커리,크루아상,1,3610
2024-09-27,금,잠실점,베이커리,크루아상,2,7225
2024-09-27,금,잠실점,베이커리,베이글,2,8069
2024-09-28,토,신촌점,커피,아메리카노,4,26963
2024-09-28,토,신촌점,티,캐모마일,5,43664
2024-09-28,토,신촌점,티,얼그레이,4,33658
2024-09-28,토,신촌점,디저트,마카롱,5,45286
2024-09-28,토,신촌점,베이커리,베이글,2,12695
2024-09-28,토,합정점,커피,카페라떼,5,32439
2024-09-28,토,합정점,커피,콜드브루,5,32063
2024-09-28,토,합정점,커피,콜드브루,4,25623
2024-09-28,토,합정점,티,캐모마일,5,32705
2024-09-28,토,합정점,티,밀크티,5,33114
2024-09-28,토,합정점,디저트,마카롱,5,40458
2024-09-28,토,합정점,베이커리,크루아상,3,15188
2024-09-28,토,합정점,베이커리,베이글,5,26344
2024-09-28,토,합정점,베이커리,베이글,5,24447
2024-09-28,토,잠실점,커피,콜드브루,2,10317
2024-09-28,토,잠실점,티,캐모마일,3,19258
2024-09-28,토,잠실점,티,밀크티,5,29689
2024-09-28,토,잠실점,디저트,마카롱,1,8189
2024-09-28,토,잠실점,디저트,스콘,3,24564
2024-09-28,토,잠실점,디저트,스콘,3,22300
2024-09-28,토,잠실점,베이커리,식빵,1,4475
2024-09-28,토,잠실점,베이커리,크루아상,3,14901
2024-09-28,토,잠실점,베이커리,크루아상,3,13263
2024-09-29,일,신촌점,커피,콜드브루,3,22459
2024-09-29,일,신촌점,커피,콜드브루,5,32806
2024-09-29,일,신촌점,커피,아메리카노,4,29908
2024-09-29,일,신촌점,티,캐모마일,2,17175
2024-09-29,일,신촌점,티,얼그레이,3,26226
2024-09-29,일,신촌점,티,얼그레이,2,14704
2024-09-29,일,신촌점,디저트,치즈케이크,4,35568
2024-09-29,일,신촌점,베이커리,식빵,2,12093
2024-09-29,일,신촌점,베이커리,크루아상,2,11466
2024-09-29,일,신촌점,베이커리,식빵,3,17250
2024-09-29,일,합정점,커피,콜드브루,2,12426
2024-09-29,일,합정점,티,밀크티,5,37046
2024-09-29,일,합정점,티,캐모마일,5,35217
2024-09-29,일,합정점,티,캐모마일,1,7720
2024-09-29,일,합정점,디저트,마카롱,4,33884
2024-09-29,일,합정점,베이커리,크루아상,4,19808
2024-09-29,일,합정점,베이커리,베이글,4,21375
2024-09-29,일,잠실점,커피,카페라떼,3,15142
2024-09-29,일,잠실점,티,캐모마일,2,12629
2024-09-29,일,잠실점,디저트,치즈케이크,2,16445
2024-09-29,일,잠실점,베이커리,식빵,3,13160
2024-09-30,월,신촌점,커피,콜드브루,5,28854
2024-09-30,월,신촌점,커피,콜드브루,4,20908
2024-09-30,월,신촌점,커피,콜드브루,1,5126
2024-09-30,월,신촌점,티,캐모마일,5,31254
2024-09-30,월,신촌점,티,얼그레이,1,6376
2024-09-30,월,신촌점,티,캐모마일,1,6825
2024-09-30,월,신촌점,디저트,스콘,5,34128
2024-09-30,월,신촌점,디저트,스콘,4,32361
2024-09-30,월,신촌점,베이커리,베이글,2,8877
2024-09-30,월,합정점,커피,콜드브루,4,18148
2024-09-30,월,합정점,커피,아메리카노,4,19110
2024-09-30,월,합정점,커피,콜드브루,4,19542
2024-09-30,월,합정점,티,캐모마일,2,10266
2024-09-30,월,합정점,디저트,치즈케이크,1,6046
2024-09-30,월,합정점,디저트,치즈케이크,3,19533
2024-09-30,월,합정점,디저트,치즈케이크,2,14130
2024-09-30,월,합정점,베이커리,식빵,5,22270
2024-09-30,월,잠실점,커피,아메리카노,5,21783
2024-09-30,월,잠실점,티,밀크티,5,23968
2024-09-30,월,잠실점,티,밀크티,1,5111
2024-09-30,월,잠실점,티,캐모마일,4,18118
2024-09-30,월,잠실점,디저트,치즈케이크,1,6200
2024-09-30,월,잠실점,베이커리,베이글,3,11576
