pickup,dropoff,passengers,distance,fare,tip,total,payment,pickup_borough,dropoff_borough
2019-03-16 22:13:28,2019-03-16 22:23:01,1,1.0,7.5,2.8,14.1,credit card,Manhattan,Manhattan
2019-03-24 11:48:12,2019-03-24 12:04:22,1,0.97,10.5,0.0,13.8,cash,Manhattan,Manhattan
2019-03-08 18:59:13,2019-03-08 19:13:39,1,1.79,10.5,2.96,17.76,credit card,Manhattan,Manhattan
2019-03-06 08:32:19,2019-03-06 08:43:27,1,1.27,8.5,2.36,14.16,credit card,Manhattan,Manhattan
2019-03-22 17:34:25,2019-03-22 17:53:20,1,3.5,15.5,4.95,24.75,credit card,Manhattan,Brooklyn
2019-03-12 07:55:31,2019-03-12 08:11:38,1,1.79,11.5,3.7,18.5,credit card,Manhattan,Manhattan
2019-03-08 17:55:06,2019-03-08 18:02:02,1,1.1,7.0,1.0,12.3,credit card,Manhattan,Manhattan
2019-03-26 22:43:51,2019-03-26 22:50:28,1,1.03,6.5,2.06,12.36,credit card,Manhattan,Manhattan
2019-03-26 14:43:56,2019-03-26 15:06:35,5,10.22,29.0,5.0,43.06,credit card,Manhattan,Queens
2019-03-23 14:53:18,2019-03-23 15:18:39,1,3.1,17.0,4.05,24.35,credit card,Manhattan,Manhattan
2019-03-19 21:01:07,2019-03-19 21:04:37,1,0.8,4.5,0.0,8.3,cash,Manhattan,Manhattan
2019-03-23 14:35:23,2019-03-23 15:12:38,1,16.7,52.0,12.17,73.01,credit card,Manhattan,Queens
2019-03-28 14:48:08,2019-03-28 15:06:23,1,2.69,13.5,3.36,20.16,credit card,Manhattan,Manhattan
2019-03-15 14:18:45,2019-03-15 14:58:52,1,9.26,32.0,0.0,35.3,cash,Queens,Manhattan
2019-03-03 07:48:48,2019-03-03 07:53:53,1,1.57,7.0,0.0,10.3,cash,Manhattan,Manhattan
2019-03-22 06:42:24,2019-03-22 06:46:54,1,0.68,5.0,0.0,8.3,cash,Manhattan,Manhattan
2019-03-12 16:39:15,2019-03-12 16:46:09,1,0.6,6.0,0.0,10.3,cash,Manhattan,Manhattan
2019-03-07 19:20:30,2019-03-07 20:07:57,1,17.86,52.0,6.66,66.46,credit card,Queens,Manhattan
2019-03-20 21:22:51,2019-03-20 21:49:53,1,5.7,21.5,0.0,22.8,credit card,Manhattan,Bronx
2019-03-19 05:35:17,2019-03-19 06:10:16,6,14.54,42.0,8.66,51.96,credit card,Queens,Brooklyn
2019-03-05 13:26:57,2019-03-05 13:34:13,1,1.0,6.5,1.0,10.8,credit card,Manhattan,Manhattan
2019-03-04 17:22:44,2019-03-04 17:49:54,1,10.02,30.5,6.46,38.76,credit card,Queens,Brooklyn
2019-03-18 15:13:20,2019-03-18 15:18:16,1,0.8,5.5,0.0,8.8,cash,Manhattan,Manhattan
2019-03-16 20:13:27,2019-03-16 20:24:59,1,2.18,9.5,2.0,15.3,credit card,Manhattan,Manhattan
2019-03-25 19:33:17,2019-03-25 19:39:08,1,1.2,6.5,2.15,12.95,credit card,Manhattan,Manhattan
2019-03-27 21:30:02,2019-03-27 21:34:02,1,0.7,5.0,0.0,8.8,cash,Manhattan,Manhattan
2019-03-23 09:47:20,2019-03-23 09:58:36,1,1.54,9.0,2.46,14.76,credit card,Manhattan,Manhattan
2019-03-13 16:51:57,2019-03-13 17:04:13,1,0.6,8.5,2.55,15.35,credit card,Manhattan,Manhattan
2019-03-30 09:49:19,2019-03-30 09:53:50,1,1.01,5.5,1.76,10.56,credit card,Manhattan,Manhattan
2019-03-08 23:32:31,2019-03-08 23:36:50,1,1.7,6.5,0.0,10.3,cash,Manhattan,Manhattan
2019-03-14 16:48:56,2019-03-14 16:53:23,1,0.66,5.0,1.0,10.3,credit card,Manhattan,Manhattan
2019-03-08 23:12:14,2019-03-08 23:17:15,2,1.15,6.0,0.0,9.8,credit card,Manhattan,Manhattan
2019-03-16 08:32:39,2019-03-16 08:41:24,1,1.5,8.0,2.25,13.55,credit card,Manhattan,Manhattan
2019-03-25 19:05:06,2019-03-25 19:20:29,6,2.13,11.5,2.0,17.8,credit card,Manhattan,Manhattan
2019-03-24 14:16:54,2019-03-24 14:23:09,1,0.7,5.5,0.0,8.8,cash,Manhattan,Manhattan
2019-03-08 11:05:04,2019-03-08 11:14:23,1,1.1,7.5,2.16,12.96,credit card,Manhattan,Manhattan
2019-03-01 20:05:26,2019-03-01 20:12:28,0,1.5,7.5,2.15,12.95,credit card,Manhattan,Manhattan
2019-03-02 20:16:10,2019-03-02 20:32:31,1,1.52,11.0,2.0,16.8,credit card,Manhattan,Manhattan
2019-03-01 23:17:46,2019-03-01 23:31:54,2,1.56,10.0,0.0,13.8,cash,Manhattan,Manhattan
2019-03-01 19:26:56,2019-03-01 19:34:22,2,0.88,6.0,1.0,11.3,credit card,Manhattan,Manhattan
2019-03-23 12:30:48,2019-03-23 13:04:17,1,8.26,23.32,0.0,23.62,credit card,Brooklyn,Brooklyn
2019-03-20 13:42:43,2019-03-20 13:50:07,1,0.9,6.5,0.0,9.8,cash,Manhattan,Manhattan
2019-03-16 19:28:34,2019-03-16 19:48:37,1,3.54,15.5,4.7,23.5,credit card,Manhattan,Manhattan
2019-03-05 22:52:07,2019-03-05 22:54:19,1,0.4,3.5,0.0,4.8,cash,Queens,Queens
2019-03-31 09:34:59,2019-03-31 09:45:27,3,1.92,9.5,2.56,15.36,credit card,Manhattan,Manhattan
2019-03-12 21:07:06,2019-03-12 21:18:45,1,2.35,10.5,0.0,14.3,cash,Manhattan,Manhattan
2019-03-09 18:43:41,2019-03-09 18:51:34,2,0.9,6.5,0.0,9.8,cash,Manhattan,Manhattan
2019-03-25 14:10:09,2019-03-25 14:11:35,1,0.45,3.5,0.0,6.8,cash,Manhattan,Manhattan
2019-03-12 12:52:00,2019-03-12 13:03:11,1,5.12,15.5,0.0,16.3,cash,Queens,Queens
2019-03-22 14:57:33,2019-03-22 15:22:28,1,9.28,28.5,0.0,29.3,cash,Queens,Brooklyn
2019-03-21 20:31:38,2019-03-21 20:40:00,1,0.87,7.0,2.16,12.96,credit card,Manhattan,Manhattan
2019-03-13 15:11:46,2019-03-13 15:56:23,1,10.64,38.0,14.12,61.18,credit card,Manhattan,Queens
2019-03-12 12:24:18,2019-03-12 12:39:35,1,1.6,10.5,2.0,15.8,credit card,Manhattan,Manhattan
2019-03-16 14:37:25,2019-03-16 14:42:22,3,0.5,5.0,1.24,9.54,credit card,Manhattan,Manhattan
2019-03-29 22:10:18,2019-03-29 22:36:47,1,15.0,52.0,12.2,73.26,credit card,Queens,Manhattan
2019-03-11 00:55:09,2019-03-11 01:11:20,1,4.93,17.0,0.0,20.8,cash,Manhattan,Brooklyn
2019-03-19 07:02:45,2019-03-19 07:10:41,1,1.15,7.0,0.0,10.3,cash,Manhattan,Manhattan
2019-03-13 13:11:59,2019-03-13 13:14:39,1,0.2,4.0,1.45,8.75,credit card,Manhattan,Manhattan
2019-03-15 01:53:41,2019-03-15 02:13:27,3,10.2,29.0,9.02,45.08,credit card,Queens,Manhattan
2019-03-08 08:25:46,2019-03-08 08:31:46,2,0.65,5.5,0.0,6.3,cash,Manhattan,Manhattan
2019-03-13 10:14:12,2019-03-13 10:17:05,1,0.49,4.0,0.0,4.8,credit card,Manhattan,Manhattan
2019-03-24 18:55:44,2019-03-24 19:17:56,1,7.4,24.0,6.61,39.67,credit card,Queens,Manhattan
2019-03-13 15:15:32,2019-03-13 15:32:10,2,1.64,11.5,0.0,14.8,cash,Manhattan,Manhattan
2019-03-28 20:25:02,2019-03-28 20:35:15,4,1.71,9.0,1.0,13.8,credit card,Manhattan,Manhattan
2019-03-26 08:02:40,2019-03-26 08:35:47,1,9.49,31.0,6.36,38.16,credit card,Queens,Queens
2019-03-30 03:52:04,2019-03-30 03:58:15,2,0.9,6.0,1.0,10.8,credit card,Manhattan,Manhattan
2019-03-09 11:44:01,2019-03-09 11:54:18,1,1.96,9.0,0.0,12.3,cash,Manhattan,Manhattan
2019-03-01 10:39:19,2019-03-01 11:01:00,4,1.46,13.5,3.36,20.16,credit card,Manhattan,Manhattan
2019-03-06 09:29:10,2019-03-06 09:40:22,1,1.09,8.5,2.36,14.16,credit card,Manhattan,Manhattan
2019-03-19 23:16:03,2019-03-19 23:20:14,1,0.6,5.0,1.75,10.55,credit card,Manhattan,Manhattan
2019-03-12 14:17:24,2019-03-12 14:20:12,1,0.61,4.0,1.46,8.76,credit card,Manhattan,Manhattan
2019-03-23 09:59:40,2019-03-23 10:10:47,1,2.16,10.0,2.66,15.96,credit card,Manhattan,Manhattan
2019-03-23 22:03:48,2019-03-23 22:08:48,1,0.67,5.0,2.0,10.8,credit card,Manhattan,Manhattan
2019-03-27 13:52:07,2019-03-27 14:05:35,2,2.23,11.0,2.86,17.16,credit card,Manhattan,Manhattan
2019-03-17 17:15:16,2019-03-17 17:31:06,1,2.7,13.0,3.0,19.3,credit card,Manhattan,Manhattan
2019-03-06 08:11:48,2019-03-06 08:27:38,2,2.73,12.5,3.16,18.96,credit card,Manhattan,Manhattan
2019-03-05 13:30:27,2019-03-05 13:47:44,5,2.51,13.0,0.0,16.3,cash,Manhattan,Manhattan
2019-03-04 08:43:29,2019-03-04 08:56:04,1,1.56,9.5,0.0,12.8,cash,Manhattan,Manhattan
2019-03-23 00:38:21,2019-03-23 00:44:11,1,1.3,6.5,1.0,11.3,credit card,Manhattan,Manhattan
2019-03-08 15:41:20,2019-03-08 15:41:23,1,0.0,2.5,0.0,5.8,,Manhattan,Manhattan
2019-03-04 17:07:12,2019-03-04 17:12:00,2,0.83,5.5,0.0,9.8,cash,Manhattan,Manhattan
2019-03-07 13:47:00,2019-03-07 13:56:30,1,1.58,8.5,2.36,14.16,credit card,Manhattan,Manhattan
2019-03-24 13:40:10,2019-03-24 13:47:25,2,1.1,6.5,1.0,10.8,credit card,Manhattan,Manhattan
2019-03-23 14:59:01,2019-03-23 15:14:27,5,2.5,11.5,0.0,14.8,cash,Manhattan,Brooklyn
2019-03-10 23:00:03,2019-03-10 23:13:05,1,3.23,12.0,3.95,19.75,credit card,Manhattan,Manhattan
2019-03-01 07:27:51,2019-03-01 07:41:02,1,2.14,11.0,0.0,14.3,cash,Manhattan,Manhattan
2019-03-01 18:02:02,2019-03-01 18:43:57,1,4.89,26.0,0.0,27.8,credit card,Bronx,Bronx
2019-03-29 23:11:01,2019-03-29 23:29:43,2,10.0,28.5,5.95,35.75,credit card,Queens,Queens
2019-03-01 18:18:50,2019-03-01 18:25:55,2,0.64,6.0,2.06,12.36,credit card,Manhattan,Manhattan
2019-03-09 18:58:08,2019-03-09 19:07:55,1,1.35,8.0,0.0,11.3,cash,Manhattan,Manhattan
2019-03-08 09:46:36,2019-03-08 10:25:44,1,17.09,49.5,0.0,56.06,credit card,Brooklyn,Bronx
2019-03-24 03:33:20,2019-03-24 03:34:10,1,0.31,3.0,1.36,8.16,credit card,Manhattan,Manhattan
2019-03-01 07:25:29,2019-03-01 07:37:21,0,3.1,11.5,3.65,15.95,credit card,Manhattan,Manhattan
2019-03-07 18:56:16,2019-03-07 19:19:42,1,4.1,18.5,0.0,22.8,cash,Brooklyn,Manhattan
2019-03-16 01:19:53,2019-03-16 01:44:22,2,5.52,20.5,0.0,24.3,cash,Manhattan,Queens
2019-03-08 18:56:25,2019-03-08 19:01:58,1,0.53,5.0,0.0,9.3,cash,Manhattan,Manhattan
2019-03-21 08:31:35,2019-03-21 08:47:29,1,3.13,12.5,2.0,17.8,credit card,Manhattan,Manhattan
2019-03-11 20:50:28,2019-03-11 20:58:53,3,1.99,8.5,0.0,12.3,cash,Manhattan,Manhattan
2019-03-31 00:46:27,2019-03-31 01:09:09,2,4.23,18.5,0.0,22.3,cash,Brooklyn,Manhattan
2019-03-19 16:06:15,2019-03-19 16:09:14,1,0.34,4.0,2.08,10.38,credit card,Manhattan,Manhattan
2019-03-07 14:30:45,2019-03-07 14:42:31,1,1.24,9.0,1.0,13.3,credit card,Manhattan,Manhattan
2019-03-22 17:53:11,2019-03-22 18:00:29,2,1.37,7.0,1.5,12.8,credit card,Manhattan,Manhattan
2019-03-29 07:52:46,2019-03-29 08:02:40,1,0.9,5.5,1.76,10.56,credit card,Manhattan,
2019-03-15 13:01:09,2019-03-15 13:10:08,1,1.42,8.0,2.03,13.33,credit card,Manhattan,Manhattan
2019-03-01 21:46:40,2019-03-01 22:08:18,2,4.1,17.0,1.0,21.8,credit card,Manhattan,Brooklyn
2019-03-05 17:20:51,2019-03-05 17:29:04,1,1.6,8.0,2.45,14.75,credit card,Manhattan,Manhattan
2019-03-15 16:03:39,2019-03-15 16:13:15,1,1.76,8.5,1.5,14.3,credit card,Manhattan,Manhattan
2019-03-19 07:51:43,2019-03-19 08:03:45,1,2.1,10.5,1.0,14.8,credit card,Manhattan,Manhattan
2019-03-06 15:23:44,2019-03-06 15:30:10,1,1.4,7.0,2.05,12.35,credit card,Manhattan,Manhattan
2019-03-20 23:16:28,2019-03-20 23:22:24,1,0.98,6.0,0.0,9.8,cash,Manhattan,Manhattan
2019-03-30 19:11:59,2019-03-30 19:18:32,1,0.8,6.0,0.0,9.3,cash,Manhattan,Manhattan
2019-03-28 14:56:54,2019-03-28 15:07:03,1,1.3,8.0,2.26,13.56,credit card,Manhattan,Manhattan
2019-03-19 17:06:56,2019-03-19 17:32:35,1,3.5,18.0,0.0,22.3,cash,Manhattan,Manhattan
2019-03-23 17:22:07,2019-03-23 17:33:03,1,1.17,8.5,0.0,11.8,cash,Manhattan,Manhattan
2019-03-05 17:42:02,2019-03-05 17:48:15,1,0.67,5.5,0.0,9.8,cash,Manhattan,Manhattan
2019-03-29 08:35:58,2019-03-29 08:59:50,5,2.78,16.0,3.86,23.16,credit card,Manhattan,Manhattan
2019-03-28 17:59:33,2019-03-28 18:13:20,2,1.3,10.0,2.85,17.15,credit card,Manhattan,Manhattan
2019-03-22 16:30:39,2019-03-22 16:49:45,1,1.7,12.5,3.35,20.15,credit card,Manhattan,Manhattan
2019-03-15 06:46:30,2019-03-15 06:52:55,5,0.93,6.5,1.0,10.8,credit card,Manhattan,Manhattan
2019-03-18 06:45:35,2019-03-18 06:48:51,1,0.45,4.0,1.46,8.76,credit card,Manhattan,Manhattan
2019-03-22 09:29:40,2019-03-22 09:35:42,2,0.59,5.5,0.0,8.8,credit card,Manhattan,Manhattan
2019-03-21 21:43:40,2019-03-21 22:07:04,1,7.14,23.5,5.46,32.76,credit card,Manhattan,Brooklyn
2019-03-23 14:20:01,2019-03-23 14:34:18,3,1.6,11.0,0.0,14.3,cash,Manhattan,Manhattan
2019-03-21 18:43:22,2019-03-21 19:45:04,1,16.8,52.0,13.1,78.66,credit card,Manhattan,Queens
2019-03-20 06:15:01,2019-03-20 06:25:30,1,2.75,10.5,2.0,15.8,credit card,Manhattan,Manhattan
2019-03-17 17:56:41,2019-03-17 18:04:35,1,1.8,8.0,0.0,11.3,credit card,Manhattan,Manhattan
2019-03-30 11:01:46,2019-03-30 11:03:47,6,0.27,3.5,2.04,8.84,credit card,Manhattan,Manhattan
2019-03-10 01:43:34,2019-03-10 01:51:58,1,2.29,9.0,0.0,12.8,cash,Manhattan,Manhattan
2019-03-26 00:09:11,2019-03-26 00:19:26,3,2.79,10.5,4.29,18.59,credit card,Manhattan,Manhattan
2019-03-22 18:23:05,2019-03-22 18:32:04,1,1.6,8.0,2.0,14.3,credit card,Manhattan,Manhattan
2019-03-10 12:06:26,2019-03-10 12:31:14,1,4.8,19.5,0.0,22.8,cash,Manhattan,Manhattan
2019-03-13 06:27:53,2019-03-13 06:55:21,1,6.9,26.0,4.4,33.7,credit card,Manhattan,Manhattan
2019-03-27 11:26:43,2019-03-27 11:39:16,1,0.9,8.5,2.35,14.15,credit card,Manhattan,Manhattan
2019-03-17 20:57:54,2019-03-17 21:21:28,1,9.6,29.5,7.0,46.06,credit card,Queens,Manhattan
2019-03-09 16:42:33,2019-03-09 16:53:26,1,0.98,8.0,1.13,12.43,credit card,Manhattan,Manhattan
2019-03-29 08:55:07,2019-03-29 09:13:50,1,1.73,12.5,1.5,17.3,credit card,Manhattan,Manhattan
2019-03-06 07:49:53,2019-03-06 07:54:25,2,0.82,5.0,0.0,8.3,cash,Manhattan,Manhattan
2019-03-05 21:01:07,2019-03-05 21:15:43,1,2.68,11.5,1.53,16.83,credit card,Manhattan,Manhattan
2019-03-26 17:55:19,2019-03-26 18:13:24,1,2.5,13.0,3.45,20.75,credit card,Manhattan,Manhattan
2019-03-20 22:24:00,2019-03-20 22:32:18,1,2.09,9.0,3.2,16.0,credit card,Manhattan,Manhattan
2019-03-28 00:11:39,2019-03-28 00:17:55,1,1.11,6.5,2.58,12.88,credit card,Manhattan,Manhattan
2019-03-28 18:15:47,2019-03-28 18:59:29,1,5.4,28.0,0.0,32.3,cash,Manhattan,Brooklyn
2019-03-08 11:20:01,2019-03-08 11:29:48,1,3.2,12.0,3.05,18.35,credit card,Manhattan,Manhattan
2019-03-08 03:56:15,2019-03-08 04:03:58,1,1.36,7.0,0.0,10.8,cash,Manhattan,Manhattan
2019-03-31 16:29:10,2019-03-31 16:48:01,1,4.6,16.5,3.95,23.75,credit card,Manhattan,Manhattan
2019-03-13 18:30:02,2019-03-13 18:34:40,1,0.8,5.0,0.0,9.3,cash,Manhattan,Manhattan
2019-03-19 21:16:23,2019-03-19 21:24:15,1,1.91,8.5,2.46,14.76,credit card,Manhattan,Manhattan
2019-03-25 11:24:53,2019-03-25 11:41:40,5,3.79,15.0,3.66,21.96,credit card,Manhattan,Manhattan
2019-03-28 08:18:00,2019-03-28 08:35:39,1,2.3,12.5,3.15,18.95,credit card,Manhattan,Manhattan
2019-03-13 16:16:35,2019-03-13 16:20:52,5,0.5,4.5,1.76,10.56,credit card,Manhattan,Manhattan
2019-03-27 12:57:07,2019-03-27 13:05:22,3,1.08,7.0,0.0,10.3,credit card,Manhattan,Manhattan
2019-03-14 11:20:42,2019-03-14 11:29:12,1,0.54,6.5,0.0,9.8,cash,Manhattan,Manhattan
2019-03-30 15:15:14,2019-03-30 15:22:24,2,1.14,6.5,0.0,9.8,cash,Manhattan,Manhattan
2019-03-06 10:39:45,2019-03-06 11:12:05,2,5.7,24.5,5.55,33.35,credit card,Manhattan,Manhattan
2019-03-25 18:12:38,2019-03-25 18:18:19,1,0.73,5.5,1.96,11.76,credit card,Manhattan,Manhattan
2019-03-09 00:54:57,2019-03-09 01:03:36,1,1.7,8.0,2.35,14.15,credit card,Manhattan,Manhattan
2019-03-27 17:30:35,2019-03-27 17:44:31,1,1.63,10.0,0.0,14.3,cash,Manhattan,Manhattan
2019-03-13 12:37:33,2019-03-13 12:49:23,1,1.93,10.0,0.0,13.3,cash,Manhattan,Manhattan
2019-03-13 19:41:18,2019-03-13 20:02:09,1,4.0,17.0,4.25,25.55,credit card,Manhattan,Manhattan
2019-03-15 10:00:39,2019-03-15 10:29:56,1,3.61,19.0,4.46,26.76,credit card,Manhattan,Manhattan
2019-03-20 22:11:29,2019-03-20 22:21:49,3,3.38,11.5,2.56,15.36,credit card,Brooklyn,Queens
2019-03-09 22:04:02,2019-03-09 22:16:32,1,1.6,9.5,2.65,15.95,credit card,Manhattan,Manhattan
2019-03-19 22:08:20,2019-03-19 22:22:24,5,3.14,12.5,3.26,19.56,credit card,Manhattan,Manhattan
2019-03-07 07:14:42,2019-03-07 07:21:53,2,1.63,7.5,2.16,12.96,credit card,Manhattan,Manhattan
2019-03-29 23:35:26,2019-03-30 00:01:04,2,4.11,18.0,4.36,26.16,credit card,Manhattan,Manhattan
2019-03-31 20:49:50,2019-03-31 20:58:01,1,1.55,8.0,2.36,14.16,credit card,Manhattan,Manhattan
2019-03-09 19:30:09,2019-03-09 20:11:10,1,5.74,27.0,9.09,39.39,credit card,Manhattan,Brooklyn
2019-03-27 08:32:50,2019-03-27 09:07:19,2,4.4,23.0,0.0,26.3,cash,Manhattan,Manhattan
2019-03-14 11:39:37,2019-03-14 11:57:51,2,2.72,13.5,2.86,17.16,credit card,Queens,Queens
2019-03-05 17:31:08,2019-03-05 18:00:49,5,5.6,22.0,0.0,23.8,cash,Manhattan,Bronx
2019-03-29 03:58:13,2019-03-29 04:12:08,1,4.6,15.5,0.0,19.3,cash,Manhattan,Brooklyn
2019-03-14 03:05:17,2019-03-14 03:28:51,1,5.85,21.0,4.96,29.76,credit card,Manhattan,Brooklyn
2019-03-18 16:14:26,2019-03-18 16:18:04,2,1.05,5.0,2.0,11.3,credit card,Manhattan,Manhattan
2019-03-29 18:03:52,2019-03-29 18:27:36,1,3.22,16.5,0.0,20.8,cash,Manhattan,Manhattan
2019-03-23 02:41:41,2019-03-23 02:54:09,2,3.52,13.0,0.0,16.8,cash,Manhattan,Queens
2019-03-13 10:07:59,2019-03-13 10:12:13,1,0.6,5.0,0.0,8.3,cash,Manhattan,Manhattan
2019-03-20 12:32:50,2019-03-20 12:50:01,1,1.99,12.0,3.06,18.36,credit card,Manhattan,Manhattan
2019-03-04 17:48:13,2019-03-04 18:16:25,1,10.5,32.0,8.4,50.46,credit card,Queens,Manhattan
2019-03-16 17:47:02,2019-03-16 17:59:47,2,1.97,10.5,0.0,13.8,cash,Manhattan,Manhattan
2019-03-09 13:09:17,2019-03-09 13:43:16,1,2.11,21.5,4.96,29.76,credit card,Manhattan,Manhattan
2019-03-17 00:48:56,2019-03-17 00:59:54,1,2.34,10.0,3.45,17.25,credit card,Manhattan,Manhattan
2019-03-16 19:12:38,2019-03-16 19:15:55,1,0.4,4.0,1.46,8.76,credit card,Manhattan,Manhattan
2019-03-02 01:06:24,2019-03-02 01:12:11,2,0.85,5.5,0.0,9.3,cash,Manhattan,Manhattan
2019-03-04 22:34:42,2019-03-04 22:41:42,1,1.46,7.0,1.0,11.8,credit card,Manhattan,Manhattan
2019-03-23 02:18:09,2019-03-23 02:32:25,5,3.79,14.0,3.06,18.36,credit card,Brooklyn,Brooklyn
2019-03-27 11:47:04,2019-03-27 12:03:33,1,1.1,11.0,2.85,17.15,credit card,Manhattan,Manhattan
2019-03-08 23:08:02,2019-03-08 23:19:42,1,1.76,9.5,2.66,15.96,credit card,Manhattan,Manhattan
2019-03-02 01:07:11,2019-03-02 01:21:37,2,2.4,11.5,3.05,18.35,credit card,Manhattan,Manhattan
2019-03-09 04:10:38,2019-03-09 04:30:13,1,6.57,22.0,5.16,30.96,credit card,Manhattan,Brooklyn
2019-03-25 02:38:27,2019-03-25 02:57:35,1,9.95,29.0,6.56,39.36,credit card,Manhattan,Manhattan
2019-03-08 20:29:05,2019-03-08 20:33:15,1,0.13,4.5,0.0,5.8,cash,Brooklyn,Brooklyn
2019-03-11 16:23:06,2019-03-11 16:30:43,1,1.49,8.0,2.46,14.76,credit card,Manhattan,Manhattan
2019-03-06 12:56:04,2019-03-06 12:58:15,1,0.42,3.5,0.0,6.8,credit card,Manhattan,Manhattan
2019-03-30 14:24:21,2019-03-30 15:05:24,1,8.3,31.5,8.7,43.5,credit card,Manhattan,Brooklyn
2019-03-20 22:06:04,2019-03-20 22:14:08,2,1.4,7.5,1.0,12.3,credit card,Manhattan,Manhattan
2019-03-14 15:15:57,2019-03-14 15:24:47,1,1.43,7.5,2.16,12.96,credit card,Manhattan,Manhattan
2019-03-23 17:08:09,2019-03-23 17:28:59,1,3.09,15.0,4.58,22.88,credit card,Manhattan,Manhattan
2019-03-20 16:50:02,2019-03-20 16:54:02,1,0.4,4.5,0.0,8.8,cash,Manhattan,Manhattan
2019-03-17 12:44:59,2019-03-17 12:49:07,1,0.94,5.5,2.2,11.0,credit card,Manhattan,Manhattan
2019-03-24 23:11:53,2019-03-24 23:21:46,1,3.54,12.0,3.16,18.96,credit card,Manhattan,Manhattan
2019-03-31 15:16:05,2019-03-31 15:24:03,1,1.39,7.5,1.66,9.96,credit card,Manhattan,Manhattan
2019-03-17 21:57:28,2019-03-17 22:01:39,1,0.6,5.0,1.75,10.55,credit card,Manhattan,Manhattan
2019-03-28 18:38:08,2019-03-28 18:45:28,5,0.81,6.5,2.7,13.5,credit card,Manhattan,Manhattan
2019-03-08 20:40:43,2019-03-08 20:52:51,1,0.81,8.5,2.46,14.76,credit card,Manhattan,Manhattan
2019-03-19 10:34:15,2019-03-19 10:45:48,2,1.3,9.0,3.05,15.35,credit card,Manhattan,Manhattan
2019-03-21 22:29:57,2019-03-21 22:36:59,1,0.98,6.5,1.0,11.3,credit card,Manhattan,Manhattan
2019-03-03 00:40:55,2019-03-03 00:43:51,1,0.66,4.5,1.66,9.96,credit card,Manhattan,Manhattan
2019-03-26 13:18:04,2019-03-26 13:35:34,1,4.04,16.5,3.0,22.8,credit card,Manhattan,Manhattan
2019-03-18 21:09:51,2019-03-18 21:19:06,2,1.43,8.0,0.0,11.8,cash,Manhattan,Manhattan
2019-03-31 12:10:57,2019-03-31 12:21:44,1,1.4,8.5,2.95,14.75,credit card,Manhattan,Manhattan
2019-03-05 20:20:44,2019-03-05 20:26:21,5,1.3,6.5,2.58,12.88,credit card,Manhattan,Manhattan
2019-03-29 23:05:09,2019-03-29 23:10:13,1,0.89,5.5,0.0,9.3,cash,Manhattan,Manhattan
2019-03-18 13:23:32,2019-03-18 13:29:45,1,1.14,6.0,0.0,9.3,cash,Manhattan,Manhattan
2019-03-09 19:43:50,2019-03-09 20:46:12,1,7.06,39.0,4.0,46.3,credit card,Brooklyn,Manhattan
2019-03-11 09:56:19,2019-03-11 10:04:33,1,2.5,10.0,0.0,10.8,cash,Queens,Queens
2019-03-12 14:39:12,2019-03-12 15:01:01,1,2.2,14.5,2.2,20.0,credit card,Manhattan,Manhattan
2019-03-03 12:11:44,2019-03-03 12:17:54,1,0.9,6.0,0.0,9.3,cash,Manhattan,Manhattan
2019-03-20 11:52:45,2019-03-20 12:02:19,5,1.31,8.0,0.0,11.3,cash,Manhattan,Manhattan
2019-03-19 13:21:04,2019-03-19 14:04:47,1,5.77,29.5,2.0,34.8,credit card,Manhattan,Queens
2019-03-09 14:26:25,2019-03-09 14:38:56,1,1.14,9.0,2.46,14.76,credit card,Manhattan,Manhattan
2019-03-08 03:04:58,2019-03-08 03:13:59,1,2.8,10.0,2.75,16.55,credit card,Manhattan,Manhattan
2019-03-19 19:42:11,2019-03-19 19:52:35,1,4.6,15.0,0.0,19.3,cash,Manhattan,Manhattan
2019-03-17 13:21:27,2019-03-17 13:36:54,1,3.5,13.5,5.0,21.8,credit card,Manhattan,Manhattan
2019-03-31 14:50:04,2019-03-31 15:06:27,1,2.45,12.5,0.0,15.8,cash,Manhattan,Manhattan
2019-03-06 20:03:40,2019-03-06 20:13:16,1,1.27,7.5,2.26,13.56,credit card,Manhattan,Manhattan
2019-03-07 10:04:31,2019-03-07 10:30:57,1,2.23,16.5,0.0,19.8,cash,Manhattan,Manhattan
2019-03-12 05:50:18,2019-03-12 05:55:23,1,0.5,5.5,0.0,9.3,cash,Manhattan,Manhattan
2019-03-11 15:10:10,2019-03-11 15:22:58,1,1.41,9.5,0.0,12.8,cash,Manhattan,Manhattan
2019-03-01 15:03:16,2019-03-01 15:06:46,3,0.77,4.5,0.0,7.8,cash,Manhattan,Manhattan
2019-03-21 09:29:18,2019-03-21 09:41:09,1,0.74,8.5,0.0,11.8,cash,Manhattan,Manhattan
2019-03-28 13:29:21,2019-03-28 13:47:51,1,2.84,14.0,5.19,22.49,credit card,Manhattan,Manhattan
2019-03-29 22:02:42,2019-03-29 22:18:01,1,3.16,13.0,5.04,21.84,credit card,Manhattan,Manhattan
2019-03-04 10:54:08,2019-03-04 11:02:36,1,0.9,7.5,1.0,11.8,credit card,Manhattan,Manhattan
2019-03-10 17:20:12,2019-03-10 17:25:35,1,1.04,6.0,1.5,10.8,credit card,Manhattan,Manhattan
